model_id,target,allowed_folds,inner_fold,train_counties,early_stop_counties,best_iteration,refit_rounds
f0d9e3f3d4f14c5234e834d35cd57623b96b3bd331a383abec7aa09a48875137,D_t_target_t06h,"[1, 2, 3, 4]",4,"[""18009"", ""18023"", ""18025"", ""18029"", ""18039"", ""18041"", ""18045"", ""18051"", ""18059"", ""18061"", ""18065"", ""18067"", ""18071"", ""18073"", ""18077"", ""18083"", ""18085"", ""18087"", ""18093"", ""18095"", ""18103"", ""18105"", ""18111"", ""18121"", ""18123"", ""18127"", ""18129"", ""18133"", ""18135"", ""18139"", ""18143"", ""18145"", ""18153"", ""18155"", ""18157"", ""18159"", ""18165"", ""18171"", ""18173"", ""18175"", ""18177"", ""18181"", ""18183"", ""39017"", ""39023"", ""39029"", ""39031"", ""39033"", ""39037"", ""39049"", ""39059"", ""39061"", ""39063"", ""39073"", ""39077"", ""39081"", ""39087"", ""39091"", ""39093"", ""39095"", ""39097"", ""39099"", ""39103"", ""39105"", ""39107"", ""39109"", ""39113"", ""39119"", ""39123"", ""39125"", ""39129"", ""39131"", ""39135"", ""39137"", ""39143"", ""39149"", ""39155"", ""39157"", ""39159"", ""39167"", ""39169"", ""39171"", ""39173"", ""39175"", ""42005"", ""42009"", ""42015"", ""42019"", ""42023"", ""42025"", ""42031"", ""42033"", ""42041"", ""42043"", ""42045"", ""42047"", ""42049"", ""42053"", ""42057"", ""42059"", ""42067"", ""42069"", ""42075"", ""42079"", ""42081"", ""42083"", ""42085"", ""42089"", ""42091"", ""42095"", ""42113"", ""42115"", ""42119"", ""42127"", ""42129"", ""42131"", ""54009"", ""54025"", ""54029"", ""54031"", ""54033"", ""54035"", ""54037"", ""54039"", ""54043"", ""54045"", ""54047"", ""54053"", ""54057"", ""54067"", ""54069"", ""54071"", ""54073"", ""54075"", ""54079"", ""54083"", ""54085"", ""54089"", ""54091"", ""54097"", ""54099"", ""54107"", ""54109""]","[""18027"", ""18033"", ""18037"", ""18043"", ""18047"", ""18091"", ""18097"", ""18107"", ""18113"", ""18117"", ""18137"", ""18141"", ""18149"", ""18151"", ""18169"", ""39025"", ""39027"", ""39051"", ""39055"", ""39085"", ""39111"", ""39117"", ""39127"", ""39133"", ""39145"", ""39151"", ""39153"", ""39161"", ""39163"", ""42027"", ""42029"", ""42035"", ""42039"", ""42055"", ""42101"", ""42103"", ""42109"", ""42121"", ""42125"", ""54013"", ""54015"", ""54023"", ""54059"", ""54063"", ""54081"", ""54093"", ""54101"", ""54103""]",400,325
eddf7d7726cb6df06360ac199b59ce81d3b056e86548372c1f7827a1d167cfc3,R_t_target_t06h,"[1, 2, 3, 4]",1,"[""18009"", ""18027"", ""18029"", ""18033"", ""18037"", ""18039"", ""18043"", ""18047"", ""18051"", ""18061"", ""18065"", ""18067"", ""18071"", ""18073"", ""18077"", ""18083"", ""18087"", ""18091"", ""18093"", ""18095"", ""18097"", ""18103"", ""18107"", ""18113"", ""18117"", ""18121"", ""18123"", ""18127"", ""18135"", ""18137"", ""18139"", ""18141"", ""18145"", ""18149"", ""18151"", ""18157"", ""18159"", ""18165"", ""18169"", ""18171"", ""18175"", ""18177"", ""18181"", ""18183"", ""39017"", ""39025"", ""39027"", ""39031"", ""39033"", ""39049"", ""39051"", ""39055"", ""39073"", ""39077"", ""39081"", ""39085"", ""39087"", ""39095"", ""39097"", ""39099"", ""39103"", ""39105"", ""39109"", ""39111"", ""39113"", ""39117"", ""39119"", ""39125"", ""39127"", ""39129"", ""39131"", ""39133"", ""39137"", ""39145"", ""39151"", ""39153"", ""39155"", ""39157"", ""39159"", ""39161"", ""39163"", ""39169"", ""39171"", ""39173"", ""39175"", ""42005"", ""42009"", ""42015"", ""42019"", ""42025"", ""42027"", ""42029"", ""42031"", ""42035"", ""42039"", ""42041"", ""42043"", ""42045"", ""42047"", ""42049"", ""42053"", ""42055"", ""42079"", ""42083"", ""42085"", ""42089"", ""42095"", ""42101"", ""42103"", ""42109"", ""42113"", ""42119"", ""42121"", ""42125"", ""42127"", ""42131"", ""54009"", ""54013"", ""54015"", ""54023"", ""54025"", ""54031"", ""54033"", ""54035"", ""54039"", ""54045"", ""54053"", ""54059"", ""54063"", ""54067"", ""54069"", ""54071"", ""54073"", ""54079"", ""54081"", ""54089"", ""54091"", ""54093"", ""54097"", ""54099"", ""54101"", ""54103"", ""54107""]","[""18023"", ""18025"", ""18041"", ""18045"", ""18059"", ""18085"", ""18105"", ""18111"", ""18129"", ""18133"", ""18143"", ""18153"", ""18155"", ""18173"", ""39023"", ""39029"", ""39037"", ""39059"", ""39061"", ""39063"", ""39091"", ""39093"", ""39107"", ""39123"", ""39135"", ""39143"", ""39149"", ""39167"", ""42023"", ""42033"", ""42057"", ""42059"", ""42067"", ""42069"", ""42075"", ""42081"", ""42091"", ""42115"", ""42129"", ""54029"", ""54037"", ""54043"", ""54047"", ""54057"", ""54075"", ""54083"", ""54085"", ""54109""]",24,162
eddf7d7726cb6df06360ac199b59ce81d3b056e86548372c1f7827a1d167cfc3,R_t_target_t06h,"[1, 2, 3, 4]",2,"[""18009"", ""18023"", ""18025"", ""18027"", ""18029"", ""18033"", ""18037"", ""18041"", ""18043"", ""18045"", ""18047"", ""18059"", ""18061"", ""18065"", ""18067"", ""18071"", ""18073"", ""18085"", ""18087"", ""18091"", ""18093"", ""18095"", ""18097"", ""18103"", ""18105"", ""18107"", ""18111"", ""18113"", ""18117"", ""18127"", ""18129"", ""18133"", ""18137"", ""18141"", ""18143"", ""18149"", ""18151"", ""18153"", ""18155"", ""18157"", ""18159"", ""18169"", ""18173"", ""18181"", ""39017"", ""39023"", ""39025"", ""39027"", ""39029"", ""39037"", ""39051"", ""39055"", ""39059"", ""39061"", ""39063"", ""39073"", ""39077"", ""39081"", ""39085"", ""39091"", ""39093"", ""39099"", ""39107"", ""39109"", ""39111"", ""39117"", ""39119"", ""39123"", ""39127"", ""39133"", ""39135"", ""39143"", ""39145"", ""39149"", ""39151"", ""39153"", ""39155"", ""39157"", ""39159"", ""39161"", ""39163"", ""39167"", ""39169"", ""39171"", ""39175"", ""42005"", ""42023"", ""42025"", ""42027"", ""42029"", ""42031"", ""42033"", ""42035"", ""42039"", ""42041"", ""42043"", ""42047"", ""42053"", ""42055"", ""42057"", ""42059"", ""42067"", ""42069"", ""42075"", ""42081"", ""42085"", ""42089"", ""42091"", ""42101"", ""42103"", ""42109"", ""42115"", ""42119"", ""42121"", ""42125"", ""42127"", ""42129"", ""54013"", ""54015"", ""54023"", ""54025"", ""54029"", ""54033"", ""54037"", ""54039"", ""54043"", ""54047"", ""54057"", ""54059"", ""54063"", ""54067"", ""54073"", ""54075"", ""54079"", ""54081"", ""54083"", ""54085"", ""54089"", ""54091"", ""54093"", ""54101"", ""54103"", ""54109""]","[""18039"", ""18051"", ""18077"", ""18083"", ""18121"", ""18123"", ""18135"", ""18139"", ""18145"", ""18165"", ""18171"", ""18175"", ""18177"", ""18183"", ""39031"", ""39033"", ""39049"", ""39087"", ""39095"", ""39097"", ""39103"", ""39105"", ""39113"", ""39125"", ""39129"", ""39131"", ""39137"", ""39173"", ""42009"", ""42015"", ""42019"", ""42045"", ""42049"", ""42079"", ""42083"", ""42095"", ""42113"", ""42131"", ""54009"", ""54031"", ""54035"", ""54045"", ""54053"", ""54069"", ""54071"", ""54097"", ""54099"", ""54107""]",77,162
eddf7d7726cb6df06360ac199b59ce81d3b056e86548372c1f7827a1d167cfc3,R_t_target_t06h,"[1, 2, 3, 4]",3,"[""18023"", ""18025"", ""18027"", ""18033"", ""18037"", ""18039"", ""18041"", ""18043"", ""18045"", ""18047"", ""18051"", ""18059"", ""18077"", ""18083"", ""18085"", ""18091"", ""18097"", ""18105"", ""18107"", ""18111"", ""18113"", ""18117"", ""18121"", ""18123"", ""18129"", ""18133"", ""18135"", ""18137"", ""18139"", ""18141"", ""18143"", ""18145"", ""18149"", ""18151"", ""18153"", ""18155"", ""18165"", ""18169"", ""18171"", ""18173"", ""18175"", ""18177"", ""18183"", ""39023"", ""39025"", ""39027"", ""39029"", ""39031"", ""39033"", ""39037"", ""39049"", ""39051"", ""39055"", ""39059"", ""39061"", ""39063"", ""39085"", ""39087"", ""39091"", ""39093"", ""39095"", ""39097"", ""39103"", ""39105"", ""39107"", ""39111"", ""39113"", ""39117"", ""39123"", ""39125"", ""39127"", ""39129"", ""39131"", ""39133"", ""39135"", ""39137"", ""39143"", ""39145"", ""39149"", ""39151"", ""39153"", ""39161"", ""39163"", ""39167"", ""39173"", ""42009"", ""42015"", ""42019"", ""42023"", ""42027"", ""42029"", ""42033"", ""42035"", ""42039"", ""42045"", ""42049"", ""42055"", ""42057"", ""42059"", ""42067"", ""42069"", ""42075"", ""42079"", ""42081"", ""42083"", ""42091"", ""42095"", ""42101"", ""42103"", ""42109"", ""42113"", ""42115"", ""42121"", ""42125"", ""42129"", ""42131"", ""54009"", ""54013"", ""54015"", ""54023"", ""54029"", ""54031"", ""54035"", ""54037"", ""54043"", ""54045"", ""54047"", ""54053"", ""54057"", ""54059"", ""54063"", ""54069"", ""54071"", ""54075"", ""54081"", ""54083"", ""54085"", ""54093"", ""54097"", ""54099"", ""54101"", ""54103"", ""54107"", ""54109""]","[""18009"", ""18029"", ""18061"", ""18065"", ""18067"", ""18071"", ""18073"", ""18087"", ""18093"", ""18095"", ""18103"", ""18127"", ""18157"", ""18159"", ""18181"", ""39017"", ""39073"", ""39077"", ""39081"", ""39099"", ""39109"", ""39119"", ""39155"", ""39157"", ""39159"", ""39169"", ""39171"", ""39175"", ""42005"", ""42025"", ""42031"", ""42041"", ""42043"", ""42047"", ""42053"", ""42085"", ""42089"", ""42119"", ""42127"", ""54025"", ""54033"", ""54039"", ""54067"", ""54073"", ""54079"", ""54089"", ""54091""]",348,162
eddf7d7726cb6df06360ac199b59ce81d3b056e86548372c1f7827a1d167cfc3,R_t_target_t06h,"[1, 2, 3, 4]",4,"[""18009"", ""18023"", ""18025"", ""18029"", ""18039"", ""18041"", ""18045"", ""18051"", ""18059"", ""18061"", ""18065"", ""18067"", ""18071"", ""18073"", ""18077"", ""18083"", ""18085"", ""18087"", ""18093"", ""18095"", ""18103"", ""18105"", ""18111"", ""18121"", ""18123"", ""18127"", ""18129"", ""18133"", ""18135"", ""18139"", ""18143"", ""18145"", ""18153"", ""18155"", ""18157"", ""18159"", ""18165"", ""18171"", ""18173"", ""18175"", ""18177"", ""18181"", ""18183"", ""39017"", ""39023"", ""39029"", ""39031"", ""39033"", ""39037"", ""39049"", ""39059"", ""39061"", ""39063"", ""39073"", ""39077"", ""39081"", ""39087"", ""39091"", ""39093"", ""39095"", ""39097"", ""39099"", ""39103"", ""39105"", ""39107"", ""39109"", ""39113"", ""39119"", ""39123"", ""39125"", ""39129"", ""39131"", ""39135"", ""39137"", ""39143"", ""39149"", ""39155"", ""39157"", ""39159"", ""39167"", ""39169"", ""39171"", ""39173"", ""39175"", ""42005"", ""42009"", ""42015"", ""42019"", ""42023"", ""42025"", ""42031"", ""42033"", ""42041"", ""42043"", ""42045"", ""42047"", ""42049"", ""42053"", ""42057"", ""42059"", ""42067"", ""42069"", ""42075"", ""42079"", ""42081"", ""42083"", ""42085"", ""42089"", ""42091"", ""42095"", ""42113"", ""42115"", ""42119"", ""42127"", ""42129"", ""42131"", ""54009"", ""54025"", ""54029"", ""54031"", ""54033"", ""54035"", ""54037"", ""54039"", ""54043"", ""54045"", ""54047"", ""54053"", ""54057"", ""54067"", ""54069"", ""54071"", ""54073"", ""54075"", ""54079"", ""54083"", ""54085"", ""54089"", ""54091"", ""54097"", ""54099"", ""54107"", ""54109""]","[""18027"", ""18033"", ""18037"", ""18043"", ""18047"", ""18091"", ""18097"", ""18107"", ""18113"", ""18117"", ""18137"", ""18141"", ""18149"", ""18151"", ""18169"", ""39025"", ""39027"", ""39051"", ""39055"", ""39085"", ""39111"", ""39117"", ""39127"", ""39133"", ""39145"", ""39151"", ""39153"", ""39161"", ""39163"", ""42027"", ""42029"", ""42035"", ""42039"", ""42055"", ""42101"", ""42103"", ""42109"", ""42121"", ""42125"", ""54013"", ""54015"", ""54023"", ""54059"", ""54063"", ""54081"", ""54093"", ""54101"", ""54103""]",199,162
846369d3561ecabf48dce1a2c94f41a92f019fbd550f5706f55662a9770f2b08,P_t_target_t24h,"[1, 2, 3, 4]",1,"[""18009"", ""18027"", ""18029"", ""18033"", ""18037"", ""18039"", ""18043"", ""18047"", ""18051"", ""18061"", ""18065"", ""18067"", ""18071"", ""18073"", ""18077"", ""18083"", ""18087"", ""18091"", ""18093"", ""18095"", ""18097"", ""18103"", ""18107"", ""18113"", ""18117"", ""18121"", ""18123"", ""18127"", ""18135"", ""18137"", ""18139"", ""18141"", ""18145"", ""18149"", ""18151"", ""18157"", ""18159"", ""18165"", ""18169"", ""18171"", ""18175"", ""18177"", ""18181"", ""18183"", ""39017"", ""39025"", ""39027"", ""39031"", ""39033"", ""39049"", ""39051"", ""39055"", ""39073"", ""39077"", ""39081"", ""39085"", ""39087"", ""39095"", ""39097"", ""39099"", ""39103"", ""39105"", ""39109"", ""39111"", ""39113"", ""39117"", ""39119"", ""39125"", ""39127"", ""39129"", ""39131"", ""39133"", ""39137"", ""39145"", ""39151"", ""39153"", ""39155"", ""39157"", ""39159"", ""39161"", ""39163"", ""39169"", ""39171"", ""39173"", ""39175"", ""42005"", ""42009"", ""42015"", ""42019"", ""42025"", ""42027"", ""42029"", ""42031"", ""42035"", ""42039"", ""42041"", ""42043"", ""42045"", ""42047"", ""42049"", ""42053"", ""42055"", ""42079"", ""42083"", ""42085"", ""42089"", ""42095"", ""42101"", ""42103"", ""42109"", ""42113"", ""42119"", ""42121"", ""42125"", ""42127"", ""42131"", ""54009"", ""54013"", ""54015"", ""54023"", ""54025"", ""54031"", ""54033"", ""54035"", ""54039"", ""54045"", ""54053"", ""54059"", ""54063"", ""54067"", ""54069"", ""54071"", ""54073"", ""54079"", ""54081"", ""54089"", ""54091"", ""54093"", ""54097"", ""54099"", ""54101"", ""54103"", ""54107""]","[""18023"", ""18025"", ""18041"", ""18045"", ""18059"", ""18085"", ""18105"", ""18111"", ""18129"", ""18133"", ""18143"", ""18153"", ""18155"", ""18173"", ""39023"", ""39029"", ""39037"", ""39059"", ""39061"", ""39063"", ""39091"", ""39093"", ""39107"", ""39123"", ""39135"", ""39143"", ""39149"", ""39167"", ""42023"", ""42033"", ""42057"", ""42059"", ""42067"", ""42069"", ""42075"", ""42081"", ""42091"", ""42115"", ""42129"", ""54029"", ""54037"", ""54043"", ""54047"", ""54057"", ""54075"", ""54083"", ""54085"", ""54109""]",123,314
846369d3561ecabf48dce1a2c94f41a92f019fbd550f5706f55662a9770f2b08,P_t_target_t24h,"[1, 2, 3, 4]",2,"[""18009"", ""18023"", ""18025"", ""18027"", ""18029"", ""18033"", ""18037"", ""18041"", ""18043"", ""18045"", ""18047"", ""18059"", ""18061"", ""18065"", ""18067"", ""18071"", ""18073"", ""18085"", ""18087"", ""18091"", ""18093"", ""18095"", ""18097"", ""18103"", ""18105"", ""18107"", ""18111"", ""18113"", ""18117"", ""18127"", ""18129"", ""18133"", ""18137"", ""18141"", ""18143"", ""18149"", ""18151"", ""18153"", ""18155"", ""18157"", ""18159"", ""18169"", ""18173"", ""18181"", ""39017"", ""39023"", ""39025"", ""39027"", ""39029"", ""39037"", ""39051"", ""39055"", ""39059"", ""39061"", ""39063"", ""39073"", ""39077"", ""39081"", ""39085"", ""39091"", ""39093"", ""39099"", ""39107"", ""39109"", ""39111"", ""39117"", ""39119"", ""39123"", ""39127"", ""39133"", ""39135"", ""39143"", ""39145"", ""39149"", ""39151"", ""39153"", ""39155"", ""39157"", ""39159"", ""39161"", ""39163"", ""39167"", ""39169"", ""39171"", ""39175"", ""42005"", ""42023"", ""42025"", ""42027"", ""42029"", ""42031"", ""42033"", ""42035"", ""42039"", ""42041"", ""42043"", ""42047"", ""42053"", ""42055"", ""42057"", ""42059"", ""42067"", ""42069"", ""42075"", ""42081"", ""42085"", ""42089"", ""42091"", ""42101"", ""42103"", ""42109"", ""42115"", ""42119"", ""42121"", ""42125"", ""42127"", ""42129"", ""54013"", ""54015"", ""54023"", ""54025"", ""54029"", ""54033"", ""54037"", ""54039"", ""54043"", ""54047"", ""54057"", ""54059"", ""54063"", ""54067"", ""54073"", ""54075"", ""54079"", ""54081"", ""54083"", ""54085"", ""54089"", ""54091"", ""54093"", ""54101"", ""54103"", ""54109""]","[""18039"", ""18051"", ""18077"", ""18083"", ""18121"", ""18123"", ""18135"", ""18139"", ""18145"", ""18165"", ""18171"", ""18175"", ""18177"", ""18183"", ""39031"", ""39033"", ""39049"", ""39087"", ""39095"", ""39097"", ""39103"", ""39105"", ""39113"", ""39125"", ""39129"", ""39131"", ""39137"", ""39173"", ""42009"", ""42015"", ""42019"", ""42045"", ""42049"", ""42079"", ""42083"", ""42095"", ""42113"", ""42131"", ""54009"", ""54031"", ""54035"", ""54045"", ""54053"", ""54069"", ""54071"", ""54097"", ""54099"", ""54107""]",68,314
846369d3561ecabf48dce1a2c94f41a92f019fbd550f5706f55662a9770f2b08,P_t_target_t24h,"[1, 2, 3, 4]",3,"[""18023"", ""18025"", ""18027"", ""18033"", ""18037"", ""18039"", ""18041"", ""18043"", ""18045"", ""18047"", ""18051"", ""18059"", ""18077"", ""18083"", ""18085"", ""18091"", ""18097"", ""18105"", ""18107"", ""18111"", ""18113"", ""18117"", ""18121"", ""18123"", ""18129"", ""18133"", ""18135"", ""18137"", ""18139"", ""18141"", ""18143"", ""18145"", ""18149"", ""18151"", ""18153"", ""18155"", ""18165"", ""18169"", ""18171"", ""18173"", ""18175"", ""18177"", ""18183"", ""39023"", ""39025"", ""39027"", ""39029"", ""39031"", ""39033"", ""39037"", ""39049"", ""39051"", ""39055"", ""39059"", ""39061"", ""39063"", ""39085"", ""39087"", ""39091"", ""39093"", ""39095"", ""39097"", ""39103"", ""39105"", ""39107"", ""39111"", ""39113"", ""39117"", ""39123"", ""39125"", ""39127"", ""39129"", ""39131"", ""39133"", ""39135"", ""39137"", ""39143"", ""39145"", ""39149"", ""39151"", ""39153"", ""39161"", ""39163"", ""39167"", ""39173"", ""42009"", ""42015"", ""42019"", ""42023"", ""42027"", ""42029"", ""42033"", ""42035"", ""42039"", ""42045"", ""42049"", ""42055"", ""42057"", ""42059"", ""42067"", ""42069"", ""42075"", ""42079"", ""42081"", ""42083"", ""42091"", ""42095"", ""42101"", ""42103"", ""42109"", ""42113"", ""42115"", ""42121"", ""42125"", ""42129"", ""42131"", ""54009"", ""54013"", ""54015"", ""54023"", ""54029"", ""54031"", ""54035"", ""54037"", ""54043"", ""54045"", ""54047"", ""54053"", ""54057"", ""54059"", ""54063"", ""54069"", ""54071"", ""54075"", ""54081"", ""54083"", ""54085"", ""54093"", ""54097"", ""54099"", ""54101"", ""54103"", ""54107"", ""54109""]","[""18009"", ""18029"", ""18061"", ""18065"", ""18067"", ""18071"", ""18073"", ""18087"", ""18093"", ""18095"", ""18103"", ""18127"", ""18157"", ""18159"", ""18181"", ""39017"", ""39073"", ""39077"", ""39081"", ""39099"", ""39109"", ""39119"", ""39155"", ""39157"", ""39159"", ""39169"", ""39171"", ""39175"", ""42005"", ""42025"", ""42031"", ""42041"", ""42043"", ""42047"", ""42053"", ""42085"", ""42089"", ""42119"", ""42127"", ""54025"", ""54033"", ""54039"", ""54067"", ""54073"", ""54079"", ""54089"", ""54091""]",223,314
846369d3561ecabf48dce1a2c94f41a92f019fbd550f5706f55662a9770f2b08,P_t_target_t24h,"[1, 2, 3, 4]",4,"[""18009"", ""18023"", ""18025"", ""18029"", ""18039"", ""18041"", ""18045"", ""18051"", ""18059"", ""18061"", ""18065"", ""18067"", ""18071"", ""18073"", ""18077"", ""18083"", ""18085"", ""18087"", ""18093"", ""18095"", ""18103"", ""18105"", ""18111"", ""18121"", ""18123"", ""18127"", ""18129"", ""18133"", ""18135"", ""18139"", ""18143"", ""18145"", ""18153"", ""18155"", ""18157"", ""18159"", ""18165"", ""18171"", ""18173"", ""18175"", ""18177"", ""18181"", ""18183"", ""39017"", ""39023"", ""39029"", ""39031"", ""39033"", ""39037"", ""39049"", ""39059"", ""39061"", ""39063"", ""39073"", ""39077"", ""39081"", ""39087"", ""39091"", ""39093"", ""39095"", ""39097"", ""39099"", ""39103"", ""39105"", ""39107"", ""39109"", ""39113"", ""39119"", ""39123"", ""39125"", ""39129"", ""39131"", ""39135"", ""39137"", ""39143"", ""39149"", ""39155"", ""39157"", ""39159"", ""39167"", ""39169"", ""39171"", ""39173"", ""39175"", ""42005"", ""42009"", ""42015"", ""42019"", ""42023"", ""42025"", ""42031"", ""42033"", ""42041"", ""42043"", ""42045"", ""42047"", ""42049"", ""42053"", ""42057"", ""42059"", ""42067"", ""42069"", ""42075"", ""42079"", ""42081"", ""42083"", ""42085"", ""42089"", ""42091"", ""42095"", ""42113"", ""42115"", ""42119"", ""42127"", ""42129"", ""42131"", ""54009"", ""54025"", ""54029"", ""54031"", ""54033"", ""54035"", ""54037"", ""54039"", ""54043"", ""54045"", ""54047"", ""54053"", ""54057"", ""54067"", ""54069"", ""54071"", ""54073"", ""54075"", ""54079"", ""54083"", ""54085"", ""54089"", ""54091"", ""54097"", ""54099"", ""54107"", ""54109""]","[""18027"", ""18033"", ""18037"", ""18043"", ""18047"", ""18091"", ""18097"", ""18107"", ""18113"", ""18117"", ""18137"", ""18141"", ""18149"", ""18151"", ""18169"", ""39025"", ""39027"", ""39051"", ""39055"", ""39085"", ""39111"", ""39117"", ""39127"", ""39133"", ""39145"", ""39151"", ""39153"", ""39161"", ""39163"", ""42027"", ""42029"", ""42035"", ""42039"", ""42055"", ""42101"", ""42103"", ""42109"", ""42121"", ""42125"", ""54013"", ""54015"", ""54023"", ""54059"", ""54063"", ""54081"", ""54093"", ""54101"", ""54103""]",845,314
9f5cb3731502bc8a736b5fb23d8ab4b637ba2cabf197be44bc13d99f85f46ec9,N_t_target_t24h,"[1, 2, 3, 4]",1,"[""18009"", ""18027"", ""18029"", ""18033"", ""18037"", ""18039"", ""18043"", ""18047"", ""18051"", ""18061"", ""18065"", ""18067"", ""18071"", ""18073"", ""18077"", ""18083"", ""18087"", ""18091"", ""18093"", ""18095"", ""18097"", ""18103"", ""18107"", ""18113"", ""18117"", ""18121"", ""18123"", ""18127"", ""18135"", ""18137"", ""18139"", ""18141"", ""18145"", ""18149"", ""18151"", ""18157"", ""18159"", ""18165"", ""18169"", ""18171"", ""18175"", ""18177"", ""18181"", ""18183"", ""39017"", ""39025"", ""39027"", ""39031"", ""39033"", ""39049"", ""39051"", ""39055"", ""39073"", ""39077"", ""39081"", ""39085"", ""39087"", ""39095"", ""39097"", ""39099"", ""39103"", ""39105"", ""39109"", ""39111"", ""39113"", ""39117"", ""39119"", ""39125"", ""39127"", ""39129"", ""39131"", ""39133"", ""39137"", ""39145"", ""39151"", ""39153"", ""39155"", ""39157"", ""39159"", ""39161"", ""39163"", ""39169"", ""39171"", ""39173"", ""39175"", ""42005"", ""42009"", ""42015"", ""42019"", ""42025"", ""42027"", ""42029"", ""42031"", ""42035"", ""42039"", ""42041"", ""42043"", ""42045"", ""42047"", ""42049"", ""42053"", ""42055"", ""42079"", ""42083"", ""42085"", ""42089"", ""42095"", ""42101"", ""42103"", ""42109"", ""42113"", ""42119"", ""42121"", ""42125"", ""42127"", ""42131"", ""54009"", ""54013"", ""54015"", ""54023"", ""54025"", ""54031"", ""54033"", ""54035"", ""54039"", ""54045"", ""54053"", ""54059"", ""54063"", ""54067"", ""54069"", ""54071"", ""54073"", ""54079"", ""54081"", ""54089"", ""54091"", ""54093"", ""54097"", ""54099"", ""54101"", ""54103"", ""54107""]","[""18023"", ""18025"", ""18041"", ""18045"", ""18059"", ""18085"", ""18105"", ""18111"", ""18129"", ""18133"", ""18143"", ""18153"", ""18155"", ""18173"", ""39023"", ""39029"", ""39037"", ""39059"", ""39061"", ""39063"", ""39091"", ""39093"", ""39107"", ""39123"", ""39135"", ""39143"", ""39149"", ""39167"", ""42023"", ""42033"", ""42057"", ""42059"", ""42067"", ""42069"", ""42075"", ""42081"", ""42091"", ""42115"", ""42129"", ""54029"", ""54037"", ""54043"", ""54047"", ""54057"", ""54075"", ""54083"", ""54085"", ""54109""]",80,156
9f5cb3731502bc8a736b5fb23d8ab4b637ba2cabf197be44bc13d99f85f46ec9,N_t_target_t24h,"[1, 2, 3, 4]",2,"[""18009"", ""18023"", ""18025"", ""18027"", ""18029"", ""18033"", ""18037"", ""18041"", ""18043"", ""18045"", ""18047"", ""18059"", ""18061"", ""18065"", ""18067"", ""18071"", ""18073"", ""18085"", ""18087"", ""18091"", ""18093"", ""18095"", ""18097"", ""18103"", ""18105"", ""18107"", ""18111"", ""18113"", ""18117"", ""18127"", ""18129"", ""18133"", ""18137"", ""18141"", ""18143"", ""18149"", ""18151"", ""18153"", ""18155"", ""18157"", ""18159"", ""18169"", ""18173"", ""18181"", ""39017"", ""39023"", ""39025"", ""39027"", ""39029"", ""39037"", ""39051"", ""39055"", ""39059"", ""39061"", ""39063"", ""39073"", ""39077"", ""39081"", ""39085"", ""39091"", ""39093"", ""39099"", ""39107"", ""39109"", ""39111"", ""39117"", ""39119"", ""39123"", ""39127"", ""39133"", ""39135"", ""39143"", ""39145"", ""39149"", ""39151"", ""39153"", ""39155"", ""39157"", ""39159"", ""39161"", ""39163"", ""39167"", ""39169"", ""39171"", ""39175"", ""42005"", ""42023"", ""42025"", ""42027"", ""42029"", ""42031"", ""42033"", ""42035"", ""42039"", ""42041"", ""42043"", ""42047"", ""42053"", ""42055"", ""42057"", ""42059"", ""42067"", ""42069"", ""42075"", ""42081"", ""42085"", ""42089"", ""42091"", ""42101"", ""42103"", ""42109"", ""42115"", ""42119"", ""42121"", ""42125"", ""42127"", ""42129"", ""54013"", ""54015"", ""54023"", ""54025"", ""54029"", ""54033"", ""54037"", ""54039"", ""54043"", ""54047"", ""54057"", ""54059"", ""54063"", ""54067"", ""54073"", ""54075"", ""54079"", ""54081"", ""54083"", ""54085"", ""54089"", ""54091"", ""54093"", ""54101"", ""54103"", ""54109""]","[""18039"", ""18051"", ""18077"", ""18083"", ""18121"", ""18123"", ""18135"", ""18139"", ""18145"", ""18165"", ""18171"", ""18175"", ""18177"", ""18183"", ""39031"", ""39033"", ""39049"", ""39087"", ""39095"", ""39097"", ""39103"", ""39105"", ""39113"", ""39125"", ""39129"", ""39131"", ""39137"", ""39173"", ""42009"", ""42015"", ""42019"", ""42045"", ""42049"", ""42079"", ""42083"", ""42095"", ""42113"", ""42131"", ""54009"", ""54031"", ""54035"", ""54045"", ""54053"", ""54069"", ""54071"", ""54097"", ""54099"", ""54107""]",50,156
