comparison,horizon,model,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
G_minus_B,osi_target_t01h,C0_direct_osi,34177,0.012759870025031421,0.003695229860606358,5.564503751994501,-0.00013604419005281795,0.012759870025031421,0.003695229860606358,5.564503751994501,-0.00013604419005281795,0.0,0.0,0.0,0
G_minus_A,osi_target_t01h,C0_direct_osi,34177,0.012759870025031421,0.003695229860606358,5.564503751994501,-0.00013604419005281795,0.012759870025031421,0.003695229860606358,5.564503751994501,-0.00013604419005281795,0.0,0.0,0.0,0
G_minus_C,osi_target_t01h,C0_direct_osi,34177,0.012759870025031421,0.003695229860606358,5.564503751994501,-0.00013604419005281795,0.012759870025031421,0.003695229860606358,5.564503751994501,-0.00013604419005281795,0.0,0.0,0.0,0
G_minus_B,osi_target_t01h,C1_component_osi,34177,0.012530149408855662,0.0036121356941583027,5.36594772510522,-0.0001516277802003405,0.012377906467915173,0.0035938806797108894,5.236345954597049,-0.00014786967131100382,-0.00015224294094048907,-1.2150129736912096,0.12960177050817023,623
G_minus_A,osi_target_t01h,C1_component_osi,34177,0.012558336438867274,0.003613873794336044,5.390116670898358,-0.00015412355979224293,0.012377906467915173,0.0035938806797108894,5.236345954597049,-0.00014786967131100382,-0.00018042997095210102,-1.4367346489753352,0.15377071630130867,643
G_minus_C,osi_target_t01h,C1_component_osi,34177,0.012484124972049525,0.0036233042494388636,5.326600842411762,-0.00012766013978437866,0.012377906467915173,0.0035938806797108894,5.236345954597049,-0.00014786967131100382,-0.00010621850413435226,-0.8508285872831478,0.09025488781471225,16379
G_minus_B,osi_target_t01h,C2_equal_blend,34177,0.012620771486413536,0.0036280031624805367,5.443844924522615,-0.00015463171443037734,0.012536732937676598,0.0036183241071722754,5.371587905598121,-0.00015284019521100235,-8.403854873693765e-05,-0.6658748938399461,0.07225701892449443,606
G_minus_A,osi_target_t01h,C2_equal_blend,34177,0.012635408060633228,0.003628944183232871,5.456478929220308,-0.00015585451137951193,0.012536732937676598,0.0036183241071722754,5.371587905598121,-0.00015284019521100235,-9.867512295663045e-05,-0.7809413236448015,0.08489102362218759,625
G_minus_C,osi_target_t01h,C2_equal_blend,34177,0.01258608144494911,0.003631953990943542,5.413959640688921,-0.00014362417447005802,0.012536732937676598,0.0036183241071722754,5.371587905598121,-0.00015284019521100235,-4.9348507272511596e-05,-0.3920879384767928,0.042371735090799945,16146
G_minus_B,osi_target_t01h,C3_aligned_component,34177,0.012475381943844085,0.0035790543880305126,5.319142680295023,-0.00017340290005889454,0.01232246237425789,0.0035607993735830997,5.189540909786852,-0.00016964479116955803,-0.00015291956958619554,-1.2257706439332994,0.12960177050817112,623
G_minus_A,osi_target_t01h,C3_aligned_component,34177,0.012503692436569555,0.0035807924882082544,5.343311626088162,-0.000175898679650797,0.01232246237425789,0.0035607993735830997,5.189540909786852,-0.00016964479116955803,-0.00018123006231166548,-1.4494123494402489,0.15377071630130956,643
G_minus_C,osi_target_t01h,C3_aligned_component,34177,0.012380245088583607,0.003573425666367468,5.238324800331802,-0.0001667671430212121,0.01232246237425789,0.0035607993735830997,5.189540909786852,-0.00016964479116955803,-5.7782714325717646e-05,-0.4667332020672377,0.048783890544950026,16101
G_minus_B,osi_target_t01h,v18_rule,34177,0.012475381943844085,0.0035790543880305126,5.319142680295023,-0.00017340290005889454,0.01232246237425789,0.0035607993735830997,5.189540909786852,-0.00016964479116955803,-0.00015291956958619554,-1.2257706439332994,0.12960177050817112,623
G_minus_A,osi_target_t01h,v18_rule,34177,0.012503692436569555,0.0035807924882082544,5.343311626088162,-0.000175898679650797,0.01232246237425789,0.0035607993735830997,5.189540909786852,-0.00016964479116955803,-0.00018123006231166548,-1.4494123494402489,0.15377071630130956,643
G_minus_C,osi_target_t01h,v18_rule,34177,0.012380245088583607,0.003573425666367468,5.238324800331802,-0.0001667671430212121,0.01232246237425789,0.0035607993735830997,5.189540909786852,-0.00016964479116955803,-5.7782714325717646e-05,-0.4667332020672377,0.048783890544950026,16101
