split_seed,case,horizon,space,group,n,rmse,mae,sse,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
20260918,B0,osi_target_t24h,aligned,common_120_215,22944,0.011027093164480022,0.0033950463738964495,2.7899166042519514,0.0003728495044802393,0.011027093164480022,0.0,0.0,0.0
20260918,B0,osi_target_t48h,component_clipped,full,22944,0.011963121349790372,0.0035636903778492072,3.2836597546295656,0.0002714339454750321,0.011963121349790372,0.0,0.0,0.0
20260918,B0,osi_target_t48h,component_clipped,common_120_215,22944,0.011963121349790372,0.0035636903778492072,3.2836597546295656,0.0002714339454750321,0.011963121349790372,0.0,0.0,0.0
20260918,B0,osi_target_t48h,aligned,full,22944,0.011027093164480022,0.0033950463738964495,2.7899166042519514,0.0003728495044802393,0.011027093164480022,0.0,0.0,0.0
20260918,B0,osi_target_t48h,aligned,common_120_215,22944,0.011027093164480022,0.0033950463738964495,2.7899166042519514,0.0003728495044802393,0.011027093164480022,0.0,0.0,0.0
20260918,AB_P06,osi_target_t01h,component_clipped,full,34177,0.017246111722266592,0.005210325682121124,10.165209385662669,0.00031720889103052793,0.017246111722266592,0.0,0.0,0.0
20260918,AB_P06,osi_target_t01h,component_clipped,common_120_215,22944,0.011104796263627108,0.003542523024417395,2.829373777300158,0.0005016590839682824,0.011104796263627108,0.0,0.0,0.0
20260918,AB_P06,osi_target_t01h,aligned,full,34177,0.017184224784236538,0.00514173863931894,10.092385440709782,0.00020298477710045643,0.01711521334701272,6.901143722381695e-05,0.4032169265121288,-0.0808987882011234
20260918,AB_P06,osi_target_t01h,aligned,common_120_215,22944,0.01105273709437947,0.003421095742133249,2.8029078095343163,0.0004111280185628827,0.011027093164480022,2.5643929899447915e-05,0.23255385183513777,-0.01299120528236486
20260918,AB_P06,osi_target_t06h,component_clipped,full,32982,0.015738825755532856,0.005142157394340469,8.16999220192887,0.00032586158348856464,0.01597101889395984,-0.00023219313842698375,-1.4538404842461161,0.24284014494025996
20260918,AB_P06,osi_target_t06h,component_clipped,common_120_215,22944,0.011265702379979916,0.003616835221800234,2.911961853822158,0.0005873174119192039,0.011022733936049673,0.00024296844393024292,2.2042484681193075,-0.12425063220030941
20260918,AB_P06,osi_target_t06h,aligned,full,32982,0.015239133997470343,0.00489131274812478,7.659449603074391,0.0002433910260515448,0.015158442817872252,8.069117959809066e-05,0.5323183955475486,-0.08089878820112517
20260918,AB_P06,osi_target_t06h,aligned,common_120_215,22944,0.01105273709437947,0.003421095742133249,2.8029078095343163,0.0004111280185628827,0.011027093164480022,2.5643929899447915e-05,0.23255385183513777,-0.01299120528236486
20260918,AB_P06,osi_target_t24h,component_clipped,full,28680,0.013144117680816062,0.004453566109821855,4.9549813531328155,0.0002177579735443462,0.013144117680816062,0.0,0.0,0.0
20260918,AB_P06,osi_target_t24h,component_clipped,common_120_215,22944,0.011354804543482852,0.003492956948098843,2.9582063142477137,0.00028410163288901234,0.011354804543482852,0.0,0.0,0.0
20260918,AB_P06,osi_target_t24h,aligned,full,28680,0.012617082474939307,0.004241960255800548,4.5655912887457815,0.00033696092522664055,0.012578776099439262,3.830637550004436e-05,0.3045318177000711,-0.027680846722017094
20260918,AB_P06,osi_target_t24h,aligned,common_120_215,22944,0.01105273709437947,0.003421095742133249,2.8029078095343163,0.0004111280185628827,0.011027093164480022,2.5643929899447915e-05,0.23255385183513777,-0.01299120528236486
20260918,AB_P06,osi_target_t48h,component_clipped,full,22944,0.011963121349790372,0.0035636903778492072,3.2836597546295656,0.0002714339454750321,0.011963121349790372,0.0,0.0,0.0
20260918,AB_P06,osi_target_t48h,component_clipped,common_120_215,22944,0.011963121349790372,0.0035636903778492072,3.2836597546295656,0.0002714339454750321,0.011963121349790372,0.0,0.0,0.0
20260918,AB_P06,osi_target_t48h,aligned,full,22944,0.01105273709437947,0.003421095742133249,2.8029078095343163,0.0004111280185628827,0.011027093164480022,2.5643929899447915e-05,0.23255385183513777,-0.01299120528236486
20260918,AB_P06,osi_target_t48h,aligned,common_120_215,22944,0.01105273709437947,0.003421095742133249,2.8029078095343163,0.0004111280185628827,0.011027093164480022,2.5643929899447915e-05,0.23255385183513777,-0.01299120528236486
