cv_seed,pair,candidate,reference,horizon,target_day,n,rmse,mae,sse,sae,bias,baseline_rmse,rmse_delta,rmse_change_pct,sse_reduction
42,I3_minus_I1,I3,I1,1,2026-03-14,5497,0.01921742834940514,0.006060834094438885,2.0300946093477683,33.31640501713055,-0.00031244691554311633,0.01921742834940514,0.0,0.0,0.0
42,I3_minus_I1,I3,I1,1,2026-03-15,5736,0.010384723674960768,0.004650264548649049,0.6185844985791472,26.673917451050947,9.356444132904068e-05,0.010384723674960768,0.0,0.0,0.0
42,I3_minus_I1,I3,I1,1,2026-03-16,5736,0.009898544992165671,0.004332637171325666,0.5620201228296194,24.852006814724017,0.0001496204617834641,0.009898544992165671,0.0,0.0,0.0
42,I3_minus_I1,I3,I1,1,2026-03-17,5736,0.010513672508605078,0.003454281935997559,0.6340420079699848,19.813761184881997,-0.0005047144255727248,0.010513672508605078,0.0,0.0,0.0
42,I3_minus_I1,I3,I1,1,2026-03-18,5736,0.005377927149484894,0.0007251947148137847,0.1658971680387563,4.1597168841718695,-0.00012496956436239235,0.005377927149484894,0.0,0.0,0.0
42,I3_minus_I1,I3,I1,1,2026-03-19,5736,0.0010108577397005534,0.00025859649836878454,0.005861236209818169,1.4833095146433481,-4.985137197796054e-05,0.0010108577397005534,0.0,0.0,0.0
42,I3_minus_I1,I3,I1,6,2026-03-14,4302,0.017060083755936113,0.005875674318574152,1.2520818612816065,25.277150918506003,-0.00024383185006686368,0.017060083755936113,0.0,0.0,0.0
42,I3_minus_I1,I3,I1,6,2026-03-15,5736,0.010384723674960768,0.004650264548649049,0.6185844985791472,26.673917451050947,9.356444132904068e-05,0.010384723674960768,0.0,0.0,0.0
42,I3_minus_I1,I3,I1,6,2026-03-16,5736,0.009898544992165671,0.004332637171325666,0.5620201228296194,24.852006814724017,0.0001496204617834641,0.009898544992165671,0.0,0.0,0.0
42,I3_minus_I1,I3,I1,6,2026-03-17,5736,0.010513672508605078,0.003454281935997559,0.6340420079699848,19.813761184881997,-0.0005047144255727248,0.010513672508605078,0.0,0.0,0.0
42,I3_minus_I1,I3,I1,6,2026-03-18,5736,0.005377927149484894,0.0007251947148137847,0.1658971680387563,4.1597168841718695,-0.00012496956436239235,0.005377927149484894,0.0,0.0,0.0
42,I3_minus_I1,I3,I1,6,2026-03-19,5736,0.0010108577397005534,0.00025859649836878454,0.005861236209818169,1.4833095146433481,-4.985137197796054e-05,0.0010108577397005534,0.0,0.0,0.0
42,I3_minus_I1,I3,I1,24,2026-03-15,5736,0.010883493778225091,0.004825121698978748,0.6794317056033302,27.676898065342098,-3.5431936951365316e-05,0.010777754326160132,0.00010573945206495891,0.9810898343479924,-0.013138012628126305
42,I3_minus_I1,I3,I1,24,2026-03-16,5736,0.010102047429911564,0.004359794843515826,0.5853666140161847,25.00778322240678,-0.00012360539039620814,0.010209189414173014,-0.00010714198426144995,-1.049466122283016,0.012482604148051135
42,I3_minus_I1,I3,I1,24,2026-03-17,5736,0.010180487837594393,0.0033838130415443516,0.5944924198590327,19.4095516062984,-0.0005608837284958606,0.010246183725657016,-6.569588806262273e-05,-0.6411742149237121,0.00769741561234083
42,I3_minus_I1,I3,I1,24,2026-03-18,5736,0.005371280252730084,0.0006328740767679742,0.16548733731011972,3.6301657043411,-0.00025491769341117116,0.005402451268720121,-3.117101599003653e-05,-0.5769791237269395,0.0019263103115776947
42,I3_minus_I1,I3,I1,24,2026-03-19,5736,0.0010034060448387853,0.00021564739652929306,0.005775140690537868,1.236953466492025,-0.00010893071144245663,0.0010796341022084115,-7.622805736962621e-05,-7.060545532389195,0.000910797091582349
42,I3_minus_I1,I3,I1,48,2026-03-16,5736,0.00980989141986116,0.004153161096585472,0.5519980500240549,23.822532050014267,-0.0002950271135135066,0.00980989141986116,0.0,0.0,0.0
42,I3_minus_I1,I3,I1,48,2026-03-17,5736,0.010413428606862098,0.003441733388425855,0.6220089453288268,19.741782716010704,-0.0006328931940365528,0.010413428606862098,0.0,0.0,0.0
42,I3_minus_I1,I3,I1,48,2026-03-18,5736,0.00540332635302103,0.0006515541958677606,0.16746788704471485,3.737314867497475,-0.0002631169218533203,0.00540332635302103,0.0,0.0,0.0
42,I3_minus_I1,I3,I1,48,2026-03-19,5736,0.0009626460961938343,0.0001807256351829409,0.0053154795373828246,1.036642243409349,-0.00015480435087005768,0.0009626460961938343,0.0,0.0,0.0
42,I3_minus_I2,I3,I2,1,2026-03-14,5497,0.01921742834940514,0.006060834094438885,2.0300946093477683,33.31640501713055,-0.00031244691554311633,0.01921742834940514,0.0,0.0,0.0
42,I3_minus_I2,I3,I2,1,2026-03-15,5736,0.010384723674960768,0.004650264548649049,0.6185844985791472,26.673917451050947,9.356444132904068e-05,0.010384723674960768,0.0,0.0,0.0
42,I3_minus_I2,I3,I2,1,2026-03-16,5736,0.009898544992165671,0.004332637171325666,0.5620201228296194,24.852006814724017,0.0001496204617834641,0.009898544992165671,0.0,0.0,0.0
42,I3_minus_I2,I3,I2,1,2026-03-17,5736,0.010513672508605078,0.003454281935997559,0.6340420079699848,19.813761184881997,-0.0005047144255727248,0.010513672508605078,0.0,0.0,0.0
42,I3_minus_I2,I3,I2,1,2026-03-18,5736,0.005377927149484894,0.0007251947148137847,0.1658971680387563,4.1597168841718695,-0.00012496956436239235,0.005377927149484894,0.0,0.0,0.0
42,I3_minus_I2,I3,I2,1,2026-03-19,5736,0.0010108577397005534,0.00025859649836878454,0.005861236209818169,1.4833095146433481,-4.985137197796054e-05,0.0010108577397005534,0.0,0.0,0.0
42,I3_minus_I2,I3,I2,6,2026-03-14,4302,0.017060083755936113,0.005875674318574152,1.2520818612816065,25.277150918506003,-0.00024383185006686368,0.017060083755936113,0.0,0.0,0.0
42,I3_minus_I2,I3,I2,6,2026-03-15,5736,0.010384723674960768,0.004650264548649049,0.6185844985791472,26.673917451050947,9.356444132904068e-05,0.010384723674960768,0.0,0.0,0.0
42,I3_minus_I2,I3,I2,6,2026-03-16,5736,0.009898544992165671,0.004332637171325666,0.5620201228296194,24.852006814724017,0.0001496204617834641,0.009898544992165671,0.0,0.0,0.0
42,I3_minus_I2,I3,I2,6,2026-03-17,5736,0.010513672508605078,0.003454281935997559,0.6340420079699848,19.813761184881997,-0.0005047144255727248,0.010513672508605078,0.0,0.0,0.0
42,I3_minus_I2,I3,I2,6,2026-03-18,5736,0.005377927149484894,0.0007251947148137847,0.1658971680387563,4.1597168841718695,-0.00012496956436239235,0.005377927149484894,0.0,0.0,0.0
42,I3_minus_I2,I3,I2,6,2026-03-19,5736,0.0010108577397005534,0.00025859649836878454,0.005861236209818169,1.4833095146433481,-4.985137197796054e-05,0.0010108577397005534,0.0,0.0,0.0
42,I3_minus_I2,I3,I2,24,2026-03-15,5736,0.010883493778225091,0.004825121698978748,0.6794317056033302,27.676898065342098,-3.5431936951365316e-05,0.011089911754563114,-0.000206417976338023,-1.8613130645795173,0.026016809061517265
42,I3_minus_I2,I3,I2,24,2026-03-16,5736,0.010102047429911564,0.004359794843515826,0.5853666140161847,25.00778322240678,-0.00012360539039620814,0.010058554637858408,4.349279205315658e-05,0.43239604117135677,-0.00502955924982218
42,I3_minus_I2,I3,I2,24,2026-03-17,5736,0.010180487837594393,0.0033838130415443516,0.5944924198590327,19.4095516062984,-0.0005608837284958606,0.010137915792959511,4.2572044634882e-05,0.41992896276024094,-0.004961616977241734
42,I3_minus_I2,I3,I2,24,2026-03-18,5736,0.005371280252730084,0.0006328740767679742,0.16548733731011972,3.6301657043411,-0.00025491769341117116,0.005361433472918962,9.846779811121913e-06,0.18365946086729146,-0.0006061957884218594
42,I3_minus_I2,I3,I2,24,2026-03-19,5736,0.0010034060448387853,0.00021564739652929306,0.005775140690537868,1.236953466492025,-0.00010893071144245663,0.0009735843312125435,2.9821713626241838e-05,3.063084796064919,-0.0003381787334378137
42,I3_minus_I2,I3,I2,48,2026-03-16,5736,0.00980989141986116,0.004153161096585472,0.5519980500240549,23.822532050014267,-0.0002950271135135066,0.00980989141986116,0.0,0.0,0.0
42,I3_minus_I2,I3,I2,48,2026-03-17,5736,0.010413428606862098,0.003441733388425855,0.6220089453288268,19.741782716010704,-0.0006328931940365528,0.010413428606862098,0.0,0.0,0.0
42,I3_minus_I2,I3,I2,48,2026-03-18,5736,0.00540332635302103,0.0006515541958677606,0.16746788704471485,3.737314867497475,-0.0002631169218533203,0.00540332635302103,0.0,0.0,0.0
42,I3_minus_I2,I3,I2,48,2026-03-19,5736,0.0009626460961938343,0.0001807256351829409,0.0053154795373828246,1.036642243409349,-0.00015480435087005768,0.0009626460961938343,0.0,0.0,0.0
42,I2_minus_I1,I2,I1,1,2026-03-14,5497,0.01921742834940514,0.006060834094438885,2.0300946093477683,33.31640501713055,-0.00031244691554311633,0.01921742834940514,0.0,0.0,0.0
42,I2_minus_I1,I2,I1,1,2026-03-15,5736,0.010384723674960768,0.004650264548649049,0.6185844985791472,26.673917451050947,9.356444132904068e-05,0.010384723674960768,0.0,0.0,0.0
42,I2_minus_I1,I2,I1,1,2026-03-16,5736,0.009898544992165671,0.004332637171325666,0.5620201228296194,24.852006814724017,0.0001496204617834641,0.009898544992165671,0.0,0.0,0.0
42,I2_minus_I1,I2,I1,1,2026-03-17,5736,0.010513672508605078,0.003454281935997559,0.6340420079699848,19.813761184881997,-0.0005047144255727248,0.010513672508605078,0.0,0.0,0.0
42,I2_minus_I1,I2,I1,1,2026-03-18,5736,0.005377927149484894,0.0007251947148137847,0.1658971680387563,4.1597168841718695,-0.00012496956436239235,0.005377927149484894,0.0,0.0,0.0
42,I2_minus_I1,I2,I1,1,2026-03-19,5736,0.0010108577397005534,0.00025859649836878454,0.005861236209818169,1.4833095146433481,-4.985137197796054e-05,0.0010108577397005534,0.0,0.0,0.0
42,I2_minus_I1,I2,I1,6,2026-03-14,4302,0.017060083755936113,0.005875674318574152,1.2520818612816065,25.277150918506003,-0.00024383185006686368,0.017060083755936113,0.0,0.0,0.0
42,I2_minus_I1,I2,I1,6,2026-03-15,5736,0.010384723674960768,0.004650264548649049,0.6185844985791472,26.673917451050947,9.356444132904068e-05,0.010384723674960768,0.0,0.0,0.0
42,I2_minus_I1,I2,I1,6,2026-03-16,5736,0.009898544992165671,0.004332637171325666,0.5620201228296194,24.852006814724017,0.0001496204617834641,0.009898544992165671,0.0,0.0,0.0
42,I2_minus_I1,I2,I1,6,2026-03-17,5736,0.010513672508605078,0.003454281935997559,0.6340420079699848,19.813761184881997,-0.0005047144255727248,0.010513672508605078,0.0,0.0,0.0
42,I2_minus_I1,I2,I1,6,2026-03-18,5736,0.005377927149484894,0.0007251947148137847,0.1658971680387563,4.1597168841718695,-0.00012496956436239235,0.005377927149484894,0.0,0.0,0.0
42,I2_minus_I1,I2,I1,6,2026-03-19,5736,0.0010108577397005534,0.00025859649836878454,0.005861236209818169,1.4833095146433481,-4.985137197796054e-05,0.0010108577397005534,0.0,0.0,0.0
42,I2_minus_I1,I2,I1,24,2026-03-15,5736,0.011089911754563114,0.004814927682248341,0.7054485146648475,27.618425185376488,-8.868477251429676e-05,0.010777754326160132,0.0003121574284029819,2.8963123388821677,-0.03915482168964357
42,I2_minus_I1,I2,I1,24,2026-03-16,5736,0.010058554637858408,0.004297109415959048,0.5803370547663625,24.6482196099411,-0.0001716872427271264,0.010209189414173014,-0.00015063477631460653,-1.4754822366747966,0.017512163397873315
42,I2_minus_I1,I2,I1,24,2026-03-17,5736,0.010137915792959511,0.003369958318721886,0.5895308028817909,19.330080916188738,-0.0005471614933990404,0.010246183725657016,-0.00010826793269750473,-1.0566659313983928,0.012659032589582564
42,I2_minus_I1,I2,I1,24,2026-03-18,5736,0.005361433472918962,0.0006048416768907601,0.16488114152169786,3.4693718586454,-0.00028989552531766483,0.005402451268720121,-4.101779580115844e-05,-0.7592441608617384,0.002532506099999554
42,I2_minus_I1,I2,I1,24,2026-03-19,5736,0.0009735843312125435,0.00019475481255287318,0.005436961957100054,1.1171136048032806,-0.00013121780540948565,0.0010796341022084115,-0.00010604977099586805,-9.822751131975293,0.0012489758250201627
