split_seed,comparison,horizon,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
20260917,G_minus_A,osi_target_t24h,28680,0.012238702883352682,0.004377302733260706,4.295858128297136,-3.575208048870743e-05,0.012238702883352682,0.004377302733260706,4.295858128297136,-3.575208048870743e-05,0.0,0.0,0.0,0
20260917,G_minus_C,osi_target_t24h,28680,0.012238702883352682,0.004377302733260706,4.295858128297136,-3.575208048870743e-05,0.012238702883352682,0.004377302733260706,4.295858128297136,-3.575208048870743e-05,0.0,0.0,0.0,0
20260917,G_minus_B,osi_target_t48h,22944,0.011099725330034749,0.0034880500095017335,2.8267903367164213,-0.0002326251084043849,0.011099725330034749,0.0034880500095017335,2.8267903367164213,-0.0002326251084043849,0.0,0.0,0.0,0
20260917,G_minus_A,osi_target_t48h,22944,0.011099725330034749,0.0034880500095017335,2.8267903367164213,-0.0002326251084043849,0.011099725330034749,0.0034880500095017335,2.8267903367164213,-0.0002326251084043849,0.0,0.0,0.0,0
20260917,G_minus_C,osi_target_t48h,22944,0.011099725330034749,0.0034880500095017335,2.8267903367164213,-0.0002326251084043849,0.011099725330034749,0.0034880500095017335,2.8267903367164213,-0.0002326251084043849,0.0,0.0,0.0,0
20260918,G_minus_B,osi_target_t01h,34177,0.0163294826267756,0.005200667214711284,9.113365501683543,1.803971258607693e-05,0.01598856362271889,0.005156351910600098,8.736808915911855,4.016593693561431e-05,-0.0003409190040567084,-2.087751411656491,0.37655658577168793,761
20260918,G_minus_A,osi_target_t01h,34177,0.016414137704847488,0.005210192178050882,9.208101197422746,8.514749031910849e-06,0.01598856362271889,0.005156351910600098,8.736808915911855,4.016593693561431e-05,-0.00042557408212859707,-2.5927288401078497,0.4712922815108911,784
20260918,G_minus_C,osi_target_t01h,34177,0.016214526977589912,0.005206117393301599,8.985505320301634,-9.381187769767311e-05,0.01598856362271889,0.005156351910600098,8.736808915911855,4.016593693561431e-05,-0.00022596335487102062,-1.3935858578133287,0.24869640438977925,30278
20260918,G_minus_B,osi_target_t06h,32982,0.015602336525511512,0.005154964126675082,8.028904074534257,0.00014775089155777616,0.015602336525511512,0.005154964126675082,8.028904074534257,0.00014775089155777616,0.0,0.0,0.0,0
20260918,G_minus_A,osi_target_t06h,32982,0.015602336525511512,0.005154964126675082,8.028904074534257,0.00014775089155777616,0.015602336525511512,0.005154964126675082,8.028904074534257,0.00014775089155777616,0.0,0.0,0.0,0
20260918,G_minus_C,osi_target_t06h,32982,0.015602336525511512,0.005154964126675082,8.028904074534257,0.00014775089155777616,0.015602336525511512,0.005154964126675082,8.028904074534257,0.00014775089155777616,0.0,0.0,0.0,0
20260918,G_minus_B,osi_target_t24h,28680,0.01123222640699255,0.0042064642529646016,3.618352260461742,0.00013035895150828244,0.01123222640699255,0.0042064642529646016,3.618352260461742,0.00013035895150828244,0.0,0.0,0.0,0
20260918,G_minus_A,osi_target_t24h,28680,0.01123222640699255,0.0042064642529646016,3.618352260461742,0.00013035895150828244,0.01123222640699255,0.0042064642529646016,3.618352260461742,0.00013035895150828244,0.0,0.0,0.0,0
20260918,G_minus_C,osi_target_t24h,28680,0.01123222640699255,0.0042064642529646016,3.618352260461742,0.00013035895150828244,0.01123222640699255,0.0042064642529646016,3.618352260461742,0.00013035895150828244,0.0,0.0,0.0,0
20260918,G_minus_B,osi_target_t48h,22944,0.010356446554197115,0.0035412158131662933,2.460881325115773,0.00021793402603236786,0.010356446554197115,0.0035412158131662933,2.460881325115773,0.00021793402603236786,0.0,0.0,0.0,0
20260918,G_minus_A,osi_target_t48h,22944,0.010356446554197115,0.0035412158131662933,2.460881325115773,0.00021793402603236786,0.010356446554197115,0.0035412158131662933,2.460881325115773,0.00021793402603236786,0.0,0.0,0.0,0
20260918,G_minus_C,osi_target_t48h,22944,0.010356446554197115,0.0035412158131662933,2.460881325115773,0.00021793402603236786,0.010356446554197115,0.0035412158131662933,2.460881325115773,0.00021793402603236786,0.0,0.0,0.0,0
