outer_fold,model_id,target,inner_fold,train_counties,early_stop_counties,best_iteration,refit_rounds
2,d03e76455d9f9c0171c09eb6fce0c0a969def1e79f2ce1455e4f0024b2200236,U_D_t_target_t01h,3,"[""18009"", ""18023"", ""18027"", ""18029"", ""18037"", ""18043"", ""18045"", ""18051"", ""18059"", ""18061"", ""18065"", ""18067"", ""18069"", ""18073"", ""18083"", ""18085"", ""18087"", ""18091"", ""18095"", ""18097"", ""18099"", ""18101"", ""18103"", ""18121"", ""18129"", ""18131"", ""18135"", ""18137"", ""18139"", ""18141"", ""18143"", ""18149"", ""18151"", ""18153"", ""18155"", ""18159"", ""18167"", ""18169"", ""18171"", ""18173"", ""18175"", ""18179"", ""39023"", ""39027"", ""39029"", ""39031"", ""39035"", ""39055"", ""39061"", ""39063"", ""39069"", ""39073"", ""39077"", ""39081"", ""39087"", ""39091"", ""39093"", ""39097"", ""39099"", ""39101"", ""39105"", ""39109"", ""39113"", ""39117"", ""39119"", ""39121"", ""39123"", ""39127"", ""39129"", ""39133"", ""39135"", ""39137"", ""39141"", ""39143"", ""39149"", ""39151"", ""39153"", ""39155"", ""39157"", ""39161"", ""39163"", ""39167"", ""39171"", ""39173"", ""39175"", ""42007"", ""42013"", ""42015"", ""42019"", ""42029"", ""42031"", ""42035"", ""42041"", ""42043"", ""42045"", ""42049"", ""42055"", ""42059"", ""42061"", ""42063"", ""42065"", ""42067"", ""42077"", ""42083"", ""42085"", ""42089"", ""42095"", ""42097"", ""42101"", ""42103"", ""42113"", ""42125"", ""42127"", ""42129"", ""42131"", ""42133"", ""54007"", ""54009"", ""54013"", ""54019"", ""54023"", ""54025"", ""54027"", ""54029"", ""54031"", ""54035"", ""54037"", ""54055"", ""54057"", ""54059"", ""54063"", ""54067"", ""54073"", ""54075"", ""54083"", ""54089"", ""54091"", ""54097"", ""54099"", ""54101"", ""54103"", ""54107"", ""54109""]","[""18041"", ""18071"", ""18077"", ""18105"", ""18107"", ""18109"", ""18111"", ""18125"", ""18127"", ""18145"", ""18147"", ""18157"", ""18165"", ""18177"", ""18181"", ""39025"", ""39033"", ""39039"", ""39085"", ""39089"", ""39095"", ""39103"", ""39111"", ""39125"", ""39131"", ""39139"", ""39145"", ""39169"", ""42005"", ""42021"", ""42033"", ""42039"", ""42051"", ""42057"", ""42079"", ""42091"", ""42115"", ""42119"", ""42121"", ""54015"", ""54039"", ""54041"", ""54045"", ""54053"", ""54077"", ""54081"", ""54085"", ""54095""]",518,424
2,d03e76455d9f9c0171c09eb6fce0c0a969def1e79f2ce1455e4f0024b2200236,U_D_t_target_t01h,4,"[""18009"", ""18023"", ""18027"", ""18029"", ""18041"", ""18045"", ""18059"", ""18065"", ""18067"", ""18069"", ""18071"", ""18077"", ""18083"", ""18087"", ""18099"", ""18101"", ""18103"", ""18105"", ""18107"", ""18109"", ""18111"", ""18125"", ""18127"", ""18129"", ""18131"", ""18135"", ""18137"", ""18139"", ""18141"", ""18145"", ""18147"", ""18149"", ""18155"", ""18157"", ""18159"", ""18165"", ""18167"", ""18171"", ""18173"", ""18175"", ""18177"", ""18179"", ""18181"", ""39025"", ""39027"", ""39029"", ""39033"", ""39035"", ""39039"", ""39055"", ""39061"", ""39063"", ""39077"", ""39081"", ""39085"", ""39089"", ""39095"", ""39097"", ""39099"", ""39101"", ""39103"", ""39105"", ""39109"", ""39111"", ""39117"", ""39119"", ""39121"", ""39125"", ""39131"", ""39133"", ""39135"", ""39137"", ""39139"", ""39141"", ""39143"", ""39145"", ""39149"", ""39151"", ""39153"", ""39155"", ""39163"", ""39167"", ""39169"", ""39171"", ""39173"", ""42005"", ""42007"", ""42013"", ""42015"", ""42019"", ""42021"", ""42033"", ""42039"", ""42041"", ""42049"", ""42051"", ""42055"", ""42057"", ""42063"", ""42065"", ""42067"", ""42079"", ""42083"", ""42085"", ""42089"", ""42091"", ""42095"", ""42101"", ""42103"", ""42113"", ""42115"", ""42119"", ""42121"", ""42129"", ""42131"", ""42133"", ""54007"", ""54013"", ""54015"", ""54019"", ""54023"", ""54027"", ""54029"", ""54031"", ""54035"", ""54039"", ""54041"", ""54045"", ""54053"", ""54055"", ""54057"", ""54059"", ""54063"", ""54067"", ""54077"", ""54081"", ""54085"", ""54095"", ""54097"", ""54101"", ""54103"", ""54107"", ""54109""]","[""18037"", ""18043"", ""18051"", ""18061"", ""18073"", ""18085"", ""18091"", ""18095"", ""18097"", ""18121"", ""18143"", ""18151"", ""18153"", ""18169"", ""39023"", ""39031"", ""39069"", ""39073"", ""39087"", ""39091"", ""39093"", ""39113"", ""39123"", ""39127"", ""39129"", ""39157"", ""39161"", ""39175"", ""42029"", ""42031"", ""42035"", ""42043"", ""42045"", ""42059"", ""42061"", ""42077"", ""42097"", ""42125"", ""42127"", ""54009"", ""54025"", ""54037"", ""54073"", ""54075"", ""54083"", ""54089"", ""54091"", ""54099""]",478,424
3,61aab6050f5ba2747a9ef914ef9291a2d2520cdec14d328e28d5c827f6039671,U_D_t_target_t01h,0,"[""18009"", ""18013"", ""18023"", ""18025"", ""18027"", ""18033"", ""18035"", ""18037"", ""18039"", ""18043"", ""18047"", ""18051"", ""18061"", ""18073"", ""18083"", ""18085"", ""18089"", ""18091"", ""18093"", ""18095"", ""18097"", ""18101"", ""18103"", ""18113"", ""18117"", ""18121"", ""18123"", ""18129"", ""18133"", ""18139"", ""18141"", ""18143"", ""18149"", ""18151"", ""18153"", ""18159"", ""18161"", ""18163"", ""18167"", ""18169"", ""18173"", ""18175"", ""18183"", ""39017"", ""39023"", ""39027"", ""39031"", ""39035"", ""39037"", ""39045"", ""39049"", ""39051"", ""39053"", ""39055"", ""39059"", ""39065"", ""39069"", ""39073"", ""39075"", ""39077"", ""39087"", ""39091"", ""39093"", ""39105"", ""39107"", ""39109"", ""39113"", ""39115"", ""39117"", ""39119"", ""39123"", ""39127"", ""39129"", ""39133"", ""39135"", ""39141"", ""39147"", ""39151"", ""39155"", ""39157"", ""39159"", ""39161"", ""39165"", ""39171"", ""39173"", ""39175"", ""42009"", ""42013"", ""42019"", ""42023"", ""42025"", ""42027"", ""42029"", ""42031"", ""42035"", ""42043"", ""42045"", ""42047"", ""42053"", ""42055"", ""42059"", ""42061"", ""42063"", ""42069"", ""42075"", ""42077"", ""42081"", ""42085"", ""42095"", ""42097"", ""42101"", ""42103"", ""42109"", ""42113"", ""42125"", ""42127"", ""42131"", ""54007"", ""54009"", ""54023"", ""54025"", ""54027"", ""54031"", ""54033"", ""54037"", ""54043"", ""54047"", ""54063"", ""54069"", ""54071"", ""54073"", ""54075"", ""54079"", ""54083"", ""54087"", ""54089"", ""54091"", ""54093"", ""54099"", ""54101"", ""54103"", ""54105"", ""54109""]","[""18029"", ""18045"", ""18059"", ""18065"", ""18067"", ""18069"", ""18087"", ""18099"", ""18131"", ""18135"", ""18137"", ""18155"", ""18171"", ""18179"", ""39029"", ""39061"", ""39063"", ""39081"", ""39097"", ""39099"", ""39101"", ""39121"", ""39137"", ""39143"", ""39149"", ""39153"", ""39163"", ""39167"", ""42007"", ""42015"", ""42041"", ""42049"", ""42065"", ""42067"", ""42083"", ""42089"", ""42129"", ""42133"", ""54013"", ""54019"", ""54029"", ""54035"", ""54055"", ""54057"", ""54059"", ""54067"", ""54097"", ""54107""]",223,257
3,61aab6050f5ba2747a9ef914ef9291a2d2520cdec14d328e28d5c827f6039671,U_D_t_target_t01h,1,"[""18013"", ""18025"", ""18029"", ""18033"", ""18035"", ""18037"", ""18039"", ""18043"", ""18045"", ""18047"", ""18051"", ""18059"", ""18061"", ""18065"", ""18067"", ""18069"", ""18073"", ""18085"", ""18087"", ""18089"", ""18091"", ""18093"", ""18095"", ""18097"", ""18099"", ""18113"", ""18117"", ""18121"", ""18123"", ""18131"", ""18133"", ""18135"", ""18137"", ""18143"", ""18151"", ""18153"", ""18155"", ""18161"", ""18163"", ""18169"", ""18171"", ""18179"", ""18183"", ""39017"", ""39023"", ""39029"", ""39031"", ""39037"", ""39045"", ""39049"", ""39051"", ""39053"", ""39059"", ""39061"", ""39063"", ""39065"", ""39069"", ""39073"", ""39075"", ""39081"", ""39087"", ""39091"", ""39093"", ""39097"", ""39099"", ""39101"", ""39107"", ""39113"", ""39115"", ""39121"", ""39123"", ""39127"", ""39129"", ""39137"", ""39143"", ""39147"", ""39149"", ""39153"", ""39157"", ""39159"", ""39161"", ""39163"", ""39165"", ""39167"", ""39175"", ""42007"", ""42009"", ""42015"", ""42023"", ""42025"", ""42027"", ""42029"", ""42031"", ""42035"", ""42041"", ""42043"", ""42045"", ""42047"", ""42049"", ""42053"", ""42059"", ""42061"", ""42065"", ""42067"", ""42069"", ""42075"", ""42077"", ""42081"", ""42083"", ""42089"", ""42097"", ""42109"", ""42125"", ""42127"", ""42129"", ""42133"", ""54009"", ""54013"", ""54019"", ""54025"", ""54029"", ""54033"", ""54035"", ""54037"", ""54043"", ""54047"", ""54055"", ""54057"", ""54059"", ""54067"", ""54069"", ""54071"", ""54073"", ""54075"", ""54079"", ""54083"", ""54087"", ""54089"", ""54091"", ""54093"", ""54097"", ""54099"", ""54105"", ""54107""]","[""18009"", ""18023"", ""18027"", ""18083"", ""18101"", ""18103"", ""18129"", ""18139"", ""18141"", ""18149"", ""18159"", ""18167"", ""18173"", ""18175"", ""39027"", ""39035"", ""39055"", ""39077"", ""39105"", ""39109"", ""39117"", ""39119"", ""39133"", ""39135"", ""39141"", ""39151"", ""39155"", ""39171"", ""39173"", ""42013"", ""42019"", ""42055"", ""42063"", ""42085"", ""42095"", ""42101"", ""42103"", ""42113"", ""42131"", ""54007"", ""54023"", ""54027"", ""54031"", ""54063"", ""54101"", ""54103"", ""54109""]",202,257
3,61aab6050f5ba2747a9ef914ef9291a2d2520cdec14d328e28d5c827f6039671,U_D_t_target_t01h,2,"[""18009"", ""18023"", ""18027"", ""18029"", ""18037"", ""18043"", ""18045"", ""18051"", ""18059"", ""18061"", ""18065"", ""18067"", ""18069"", ""18073"", ""18083"", ""18085"", ""18087"", ""18091"", ""18095"", ""18097"", ""18099"", ""18101"", ""18103"", ""18121"", ""18129"", ""18131"", ""18135"", ""18137"", ""18139"", ""18141"", ""18143"", ""18149"", ""18151"", ""18153"", ""18155"", ""18159"", ""18167"", ""18169"", ""18171"", ""18173"", ""18175"", ""18179"", ""39023"", ""39027"", ""39029"", ""39031"", ""39035"", ""39055"", ""39061"", ""39063"", ""39069"", ""39073"", ""39077"", ""39081"", ""39087"", ""39091"", ""39093"", ""39097"", ""39099"", ""39101"", ""39105"", ""39109"", ""39113"", ""39117"", ""39119"", ""39121"", ""39123"", ""39127"", ""39129"", ""39133"", ""39135"", ""39137"", ""39141"", ""39143"", ""39149"", ""39151"", ""39153"", ""39155"", ""39157"", ""39161"", ""39163"", ""39167"", ""39171"", ""39173"", ""39175"", ""42007"", ""42013"", ""42015"", ""42019"", ""42029"", ""42031"", ""42035"", ""42041"", ""42043"", ""42045"", ""42049"", ""42055"", ""42059"", ""42061"", ""42063"", ""42065"", ""42067"", ""42077"", ""42083"", ""42085"", ""42089"", ""42095"", ""42097"", ""42101"", ""42103"", ""42113"", ""42125"", ""42127"", ""42129"", ""42131"", ""42133"", ""54007"", ""54009"", ""54013"", ""54019"", ""54023"", ""54025"", ""54027"", ""54029"", ""54031"", ""54035"", ""54037"", ""54055"", ""54057"", ""54059"", ""54063"", ""54067"", ""54073"", ""54075"", ""54083"", ""54089"", ""54091"", ""54097"", ""54099"", ""54101"", ""54103"", ""54107"", ""54109""]","[""18013"", ""18025"", ""18033"", ""18035"", ""18039"", ""18047"", ""18089"", ""18093"", ""18113"", ""18117"", ""18123"", ""18133"", ""18161"", ""18163"", ""18183"", ""39017"", ""39037"", ""39045"", ""39049"", ""39051"", ""39053"", ""39059"", ""39065"", ""39075"", ""39107"", ""39115"", ""39147"", ""39159"", ""39165"", ""42009"", ""42023"", ""42025"", ""42027"", ""42047"", ""42053"", ""42069"", ""42075"", ""42081"", ""42109"", ""54033"", ""54043"", ""54047"", ""54069"", ""54071"", ""54079"", ""54087"", ""54093"", ""54105""]",293,257
3,61aab6050f5ba2747a9ef914ef9291a2d2520cdec14d328e28d5c827f6039671,U_D_t_target_t01h,4,"[""18009"", ""18013"", ""18023"", ""18025"", ""18027"", ""18029"", ""18033"", ""18035"", ""18039"", ""18045"", ""18047"", ""18059"", ""18065"", ""18067"", ""18069"", ""18083"", ""18087"", ""18089"", ""18093"", ""18099"", ""18101"", ""18103"", ""18113"", ""18117"", ""18123"", ""18129"", ""18131"", ""18133"", ""18135"", ""18137"", ""18139"", ""18141"", ""18149"", ""18155"", ""18159"", ""18161"", ""18163"", ""18167"", ""18171"", ""18173"", ""18175"", ""18179"", ""18183"", ""39017"", ""39027"", ""39029"", ""39035"", ""39037"", ""39045"", ""39049"", ""39051"", ""39053"", ""39055"", ""39059"", ""39061"", ""39063"", ""39065"", ""39075"", ""39077"", ""39081"", ""39097"", ""39099"", ""39101"", ""39105"", ""39107"", ""39109"", ""39115"", ""39117"", ""39119"", ""39121"", ""39133"", ""39135"", ""39137"", ""39141"", ""39143"", ""39147"", ""39149"", ""39151"", ""39153"", ""39155"", ""39159"", ""39163"", ""39165"", ""39167"", ""39171"", ""39173"", ""42007"", ""42009"", ""42013"", ""42015"", ""42019"", ""42023"", ""42025"", ""42027"", ""42041"", ""42047"", ""42049"", ""42053"", ""42055"", ""42063"", ""42065"", ""42067"", ""42069"", ""42075"", ""42081"", ""42083"", ""42085"", ""42089"", ""42095"", ""42101"", ""42103"", ""42109"", ""42113"", ""42129"", ""42131"", ""42133"", ""54007"", ""54013"", ""54019"", ""54023"", ""54027"", ""54029"", ""54031"", ""54033"", ""54035"", ""54043"", ""54047"", ""54055"", ""54057"", ""54059"", ""54063"", ""54067"", ""54069"", ""54071"", ""54079"", ""54087"", ""54093"", ""54097"", ""54101"", ""54103"", ""54105"", ""54107"", ""54109""]","[""18037"", ""18043"", ""18051"", ""18061"", ""18073"", ""18085"", ""18091"", ""18095"", ""18097"", ""18121"", ""18143"", ""18151"", ""18153"", ""18169"", ""39023"", ""39031"", ""39069"", ""39073"", ""39087"", ""39091"", ""39093"", ""39113"", ""39123"", ""39127"", ""39129"", ""39157"", ""39161"", ""39175"", ""42029"", ""42031"", ""42035"", ""42043"", ""42045"", ""42059"", ""42061"", ""42077"", ""42097"", ""42125"", ""42127"", ""54009"", ""54025"", ""54037"", ""54073"", ""54075"", ""54083"", ""54089"", ""54091"", ""54099""]",310,257
4,93333c3a1c7ea8458dd4f354fe4bd6ed9e5b213c634b9d75949ac3fa60e03db9,U_D_t_target_t01h,0,"[""18009"", ""18013"", ""18023"", ""18025"", ""18027"", ""18033"", ""18035"", ""18039"", ""18041"", ""18047"", ""18071"", ""18077"", ""18083"", ""18089"", ""18093"", ""18101"", ""18103"", ""18105"", ""18107"", ""18109"", ""18111"", ""18113"", ""18117"", ""18123"", ""18125"", ""18127"", ""18129"", ""18133"", ""18139"", ""18141"", ""18145"", ""18147"", ""18149"", ""18157"", ""18159"", ""18161"", ""18163"", ""18165"", ""18167"", ""18173"", ""18175"", ""18177"", ""18181"", ""18183"", ""39017"", ""39025"", ""39027"", ""39033"", ""39035"", ""39037"", ""39039"", ""39045"", ""39049"", ""39051"", ""39053"", ""39055"", ""39059"", ""39065"", ""39075"", ""39077"", ""39085"", ""39089"", ""39095"", ""39103"", ""39105"", ""39107"", ""39109"", ""39111"", ""39115"", ""39117"", ""39119"", ""39125"", ""39131"", ""39133"", ""39135"", ""39139"", ""39141"", ""39145"", ""39147"", ""39151"", ""39155"", ""39159"", ""39165"", ""39169"", ""39171"", ""39173"", ""42005"", ""42009"", ""42013"", ""42019"", ""42021"", ""42023"", ""42025"", ""42027"", ""42033"", ""42039"", ""42047"", ""42051"", ""42053"", ""42055"", ""42057"", ""42063"", ""42069"", ""42075"", ""42079"", ""42081"", ""42085"", ""42091"", ""42095"", ""42101"", ""42103"", ""42109"", ""42113"", ""42115"", ""42119"", ""42121"", ""42131"", ""54007"", ""54015"", ""54023"", ""54027"", ""54031"", ""54033"", ""54039"", ""54041"", ""54043"", ""54045"", ""54047"", ""54053"", ""54063"", ""54069"", ""54071"", ""54077"", ""54079"", ""54081"", ""54085"", ""54087"", ""54093"", ""54095"", ""54101"", ""54103"", ""54105"", ""54109""]","[""18029"", ""18045"", ""18059"", ""18065"", ""18067"", ""18069"", ""18087"", ""18099"", ""18131"", ""18135"", ""18137"", ""18155"", ""18171"", ""18179"", ""39029"", ""39061"", ""39063"", ""39081"", ""39097"", ""39099"", ""39101"", ""39121"", ""39137"", ""39143"", ""39149"", ""39153"", ""39163"", ""39167"", ""42007"", ""42015"", ""42041"", ""42049"", ""42065"", ""42067"", ""42083"", ""42089"", ""42129"", ""42133"", ""54013"", ""54019"", ""54029"", ""54035"", ""54055"", ""54057"", ""54059"", ""54067"", ""54097"", ""54107""]",215,353
4,93333c3a1c7ea8458dd4f354fe4bd6ed9e5b213c634b9d75949ac3fa60e03db9,U_D_t_target_t01h,1,"[""18013"", ""18025"", ""18029"", ""18033"", ""18035"", ""18039"", ""18041"", ""18045"", ""18047"", ""18059"", ""18065"", ""18067"", ""18069"", ""18071"", ""18077"", ""18087"", ""18089"", ""18093"", ""18099"", ""18105"", ""18107"", ""18109"", ""18111"", ""18113"", ""18117"", ""18123"", ""18125"", ""18127"", ""18131"", ""18133"", ""18135"", ""18137"", ""18145"", ""18147"", ""18155"", ""18157"", ""18161"", ""18163"", ""18165"", ""18171"", ""18177"", ""18179"", ""18181"", ""18183"", ""39017"", ""39025"", ""39029"", ""39033"", ""39037"", ""39039"", ""39045"", ""39049"", ""39051"", ""39053"", ""39059"", ""39061"", ""39063"", ""39065"", ""39075"", ""39081"", ""39085"", ""39089"", ""39095"", ""39097"", ""39099"", ""39101"", ""39103"", ""39107"", ""39111"", ""39115"", ""39121"", ""39125"", ""39131"", ""39137"", ""39139"", ""39143"", ""39145"", ""39147"", ""39149"", ""39153"", ""39159"", ""39163"", ""39165"", ""39167"", ""39169"", ""42005"", ""42007"", ""42009"", ""42015"", ""42021"", ""42023"", ""42025"", ""42027"", ""42033"", ""42039"", ""42041"", ""42047"", ""42049"", ""42051"", ""42053"", ""42057"", ""42065"", ""42067"", ""42069"", ""42075"", ""42079"", ""42081"", ""42083"", ""42089"", ""42091"", ""42109"", ""42115"", ""42119"", ""42121"", ""42129"", ""42133"", ""54013"", ""54015"", ""54019"", ""54029"", ""54033"", ""54035"", ""54039"", ""54041"", ""54043"", ""54045"", ""54047"", ""54053"", ""54055"", ""54057"", ""54059"", ""54067"", ""54069"", ""54071"", ""54077"", ""54079"", ""54081"", ""54085"", ""54087"", ""54093"", ""54095"", ""54097"", ""54105"", ""54107""]","[""18009"", ""18023"", ""18027"", ""18083"", ""18101"", ""18103"", ""18129"", ""18139"", ""18141"", ""18149"", ""18159"", ""18167"", ""18173"", ""18175"", ""39027"", ""39035"", ""39055"", ""39077"", ""39105"", ""39109"", ""39117"", ""39119"", ""39133"", ""39135"", ""39141"", ""39151"", ""39155"", ""39171"", ""39173"", ""42013"", ""42019"", ""42055"", ""42063"", ""42085"", ""42095"", ""42101"", ""42103"", ""42113"", ""42131"", ""54007"", ""54023"", ""54027"", ""54031"", ""54063"", ""54101"", ""54103"", ""54109""]",165,353
4,93333c3a1c7ea8458dd4f354fe4bd6ed9e5b213c634b9d75949ac3fa60e03db9,U_D_t_target_t01h,2,"[""18009"", ""18023"", ""18027"", ""18029"", ""18041"", ""18045"", ""18059"", ""18065"", ""18067"", ""18069"", ""18071"", ""18077"", ""18083"", ""18087"", ""18099"", ""18101"", ""18103"", ""18105"", ""18107"", ""18109"", ""18111"", ""18125"", ""18127"", ""18129"", ""18131"", ""18135"", ""18137"", ""18139"", ""18141"", ""18145"", ""18147"", ""18149"", ""18155"", ""18157"", ""18159"", ""18165"", ""18167"", ""18171"", ""18173"", ""18175"", ""18177"", ""18179"", ""18181"", ""39025"", ""39027"", ""39029"", ""39033"", ""39035"", ""39039"", ""39055"", ""39061"", ""39063"", ""39077"", ""39081"", ""39085"", ""39089"", ""39095"", ""39097"", ""39099"", ""39101"", ""39103"", ""39105"", ""39109"", ""39111"", ""39117"", ""39119"", ""39121"", ""39125"", ""39131"", ""39133"", ""39135"", ""39137"", ""39139"", ""39141"", ""39143"", ""39145"", ""39149"", ""39151"", ""39153"", ""39155"", ""39163"", ""39167"", ""39169"", ""39171"", ""39173"", ""42005"", ""42007"", ""42013"", ""42015"", ""42019"", ""42021"", ""42033"", ""42039"", ""42041"", ""42049"", ""42051"", ""42055"", ""42057"", ""42063"", ""42065"", ""42067"", ""42079"", ""42083"", ""42085"", ""42089"", ""42091"", ""42095"", ""42101"", ""42103"", ""42113"", ""42115"", ""42119"", ""42121"", ""42129"", ""42131"", ""42133"", ""54007"", ""54013"", ""54015"", ""54019"", ""54023"", ""54027"", ""54029"", ""54031"", ""54035"", ""54039"", ""54041"", ""54045"", ""54053"", ""54055"", ""54057"", ""54059"", ""54063"", ""54067"", ""54077"", ""54081"", ""54085"", ""54095"", ""54097"", ""54101"", ""54103"", ""54107"", ""54109""]","[""18013"", ""18025"", ""18033"", ""18035"", ""18039"", ""18047"", ""18089"", ""18093"", ""18113"", ""18117"", ""18123"", ""18133"", ""18161"", ""18163"", ""18183"", ""39017"", ""39037"", ""39045"", ""39049"", ""39051"", ""39053"", ""39059"", ""39065"", ""39075"", ""39107"", ""39115"", ""39147"", ""39159"", ""39165"", ""42009"", ""42023"", ""42025"", ""42027"", ""42047"", ""42053"", ""42069"", ""42075"", ""42081"", ""42109"", ""54033"", ""54043"", ""54047"", ""54069"", ""54071"", ""54079"", ""54087"", ""54093"", ""54105""]",477,353
4,93333c3a1c7ea8458dd4f354fe4bd6ed9e5b213c634b9d75949ac3fa60e03db9,U_D_t_target_t01h,3,"[""18009"", ""18013"", ""18023"", ""18025"", ""18027"", ""18029"", ""18033"", ""18035"", ""18039"", ""18045"", ""18047"", ""18059"", ""18065"", ""18067"", ""18069"", ""18083"", ""18087"", ""18089"", ""18093"", ""18099"", ""18101"", ""18103"", ""18113"", ""18117"", ""18123"", ""18129"", ""18131"", ""18133"", ""18135"", ""18137"", ""18139"", ""18141"", ""18149"", ""18155"", ""18159"", ""18161"", ""18163"", ""18167"", ""18171"", ""18173"", ""18175"", ""18179"", ""18183"", ""39017"", ""39027"", ""39029"", ""39035"", ""39037"", ""39045"", ""39049"", ""39051"", ""39053"", ""39055"", ""39059"", ""39061"", ""39063"", ""39065"", ""39075"", ""39077"", ""39081"", ""39097"", ""39099"", ""39101"", ""39105"", ""39107"", ""39109"", ""39115"", ""39117"", ""39119"", ""39121"", ""39133"", ""39135"", ""39137"", ""39141"", ""39143"", ""39147"", ""39149"", ""39151"", ""39153"", ""39155"", ""39159"", ""39163"", ""39165"", ""39167"", ""39171"", ""39173"", ""42007"", ""42009"", ""42013"", ""42015"", ""42019"", ""42023"", ""42025"", ""42027"", ""42041"", ""42047"", ""42049"", ""42053"", ""42055"", ""42063"", ""42065"", ""42067"", ""42069"", ""42075"", ""42081"", ""42083"", ""42085"", ""42089"", ""42095"", ""42101"", ""42103"", ""42109"", ""42113"", ""42129"", ""42131"", ""42133"", ""54007"", ""54013"", ""54019"", ""54023"", ""54027"", ""54029"", ""54031"", ""54033"", ""54035"", ""54043"", ""54047"", ""54055"", ""54057"", ""54059"", ""54063"", ""54067"", ""54069"", ""54071"", ""54079"", ""54087"", ""54093"", ""54097"", ""54101"", ""54103"", ""54105"", ""54107"", ""54109""]","[""18041"", ""18071"", ""18077"", ""18105"", ""18107"", ""18109"", ""18111"", ""18125"", ""18127"", ""18145"", ""18147"", ""18157"", ""18165"", ""18177"", ""18181"", ""39025"", ""39033"", ""39039"", ""39085"", ""39089"", ""39095"", ""39103"", ""39111"", ""39125"", ""39131"", ""39139"", ""39145"", ""39169"", ""42005"", ""42021"", ""42033"", ""42039"", ""42051"", ""42057"", ""42079"", ""42091"", ""42115"", ""42119"", ""42121"", ""54015"", ""54039"", ""54041"", ""54045"", ""54053"", ""54077"", ""54081"", ""54085"", ""54095""]",558,353
