comparison,window,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
G_minus_B,K_positive,784,0.03295468215728177,0.010998926790168274,0.851432683652573,-0.0011097015295364182,0.03107727016076709,0.01044125447840838,0.7571846289859189,-0.0008725456775666772,-0.0018774119965146788,-5.696950702041104,0.09424805466665409,618
G_minus_B,early_K_zero,172,0.002657047959311514,0.0012604742315630974,0.0012143034635900146,0.0012328974840513298,0.002657047959311514,0.0012604742315630974,0.0012143034635900146,0.0012328974840513298,0.0,0.0,0.0,0
G_minus_B,later_K_zero,33221,0.010423563126414997,0.003296040392737395,3.6094838499451556,-6.420700715770924e-05,0.010423563126414997,0.003296040392737395,3.6094838499451556,-6.420700715770924e-05,0.0,0.0,0.0,0
G_minus_A,K_positive,784,0.03326065108952285,0.011031005654076064,0.8673163941447984,-0.001210638631180345,0.03107727016076709,0.01044125447840838,0.7571846289859189,-0.0008725456775666772,-0.0021833809287557585,-6.564456368815719,0.11013176515887957,626
G_minus_A,early_K_zero,172,0.002657047959311514,0.0012604742315630974,0.0012143034635900146,0.0012328974840513298,0.002657047959311514,0.0012604742315630974,0.0012143034635900146,0.0012328974840513298,0.0,0.0,0.0,0
G_minus_A,later_K_zero,33221,0.010423563126414997,0.003296040392737395,3.6094838499451556,-6.420700715770924e-05,0.010423563126414997,0.003296040392737395,3.6094838499451556,-6.420700715770924e-05,0.0,0.0,0.0,0
G_minus_C,K_positive,784,0.03107727016076709,0.01044125447840838,0.7571846289859189,-0.0008725456775666772,0.03107727016076709,0.01044125447840838,0.7571846289859189,-0.0008725456775666772,0.0,0.0,0.0,0
G_minus_C,early_K_zero,172,0.002646333821732145,0.0012098056485596955,0.001204530223719475,0.0011822098541063744,0.002657047959311514,0.0012604742315630974,0.0012143034635900146,0.0012328974840513298,1.0714137579369114e-05,0.4048671974556939,-9.773239870539694e-06,55
G_minus_C,later_K_zero,33221,0.010449029934110482,0.0033041271936816437,3.6271427486805474,-8.1071593439688e-05,0.010423563126414997,0.003296040392737395,3.6094838499451556,-6.420700715770924e-05,-2.5466807695485177e-05,-0.24372413378154212,0.017658898735391837,16197
