comparison,horizon,model,n,baseline_rmse,baseline_mae,baseline_sse,baseline_bias,candidate_rmse,candidate_mae,candidate_sse,candidate_bias,rmse_delta,rmse_change_pct,sse_reduction,changed_predictions
G_minus_A,osi_target_t01h,C3_aligned_component,34177,0.01144658086857706,0.0034632316437298036,4.478014547553544,-8.397762543157155e-05,0.011304946679319743,0.003449703103433012,4.367882782394664,-7.622197468302384e-05,-0.000141634189257318,-1.2373493087890486,0.11013176515887935,626
G_minus_C,osi_target_t01h,C3_aligned_component,34177,0.01132776337201061,0.003457308704214013,4.385531907890186,-9.286991608291708e-05,0.011304946679319743,0.003449703103433012,4.367882782394664,-7.622197468302384e-05,-2.2816692690866627e-05,-0.20142275170792479,0.017649125495522,16252
G_minus_B,osi_target_t01h,v18_rule,34177,0.01142626207696064,0.0034624957737206244,4.462130837061318,-8.166218850940635e-05,0.011304946679319743,0.003449703103433012,4.367882782394664,-7.622197468302384e-05,-0.00012131539764089795,-1.0617242701400298,0.09424805466665376,618
G_minus_A,osi_target_t01h,v18_rule,34177,0.01144658086857706,0.0034632316437298036,4.478014547553544,-8.397762543157155e-05,0.011304946679319743,0.003449703103433012,4.367882782394664,-7.622197468302384e-05,-0.000141634189257318,-1.2373493087890486,0.11013176515887935,626
G_minus_C,osi_target_t01h,v18_rule,34177,0.01132776337201061,0.003457308704214013,4.385531907890186,-9.286991608291708e-05,0.011304946679319743,0.003449703103433012,4.367882782394664,-7.622197468302384e-05,-2.2816692690866627e-05,-0.20142275170792479,0.017649125495522,16252
G_minus_B,osi_target_t06h,C0_direct_osi,32982,0.010164473717052333,0.003360910998166614,3.407585658706369,-3.386428560855574e-05,0.010164473717052333,0.003360910998166614,3.407585658706369,-3.386428560855574e-05,0.0,0.0,0.0,0
G_minus_A,osi_target_t06h,C0_direct_osi,32982,0.010164473717052333,0.003360910998166614,3.407585658706369,-3.386428560855574e-05,0.010164473717052333,0.003360910998166614,3.407585658706369,-3.386428560855574e-05,0.0,0.0,0.0,0
G_minus_C,osi_target_t06h,C0_direct_osi,32982,0.010164473717052333,0.003360910998166614,3.407585658706369,-3.386428560855574e-05,0.010164473717052333,0.003360910998166614,3.407585658706369,-3.386428560855574e-05,0.0,0.0,0.0,0
G_minus_B,osi_target_t06h,C1_component_osi,32982,0.010121851237145981,0.0033468951955603777,3.379067657703745,-2.8959241664821344e-06,0.010121851237145981,0.0033468951955603777,3.379067657703745,-2.8959241664821344e-06,0.0,0.0,0.0,0
G_minus_A,osi_target_t06h,C1_component_osi,32982,0.010121851237145981,0.0033468951955603777,3.379067657703745,-2.8959241664821344e-06,0.010121851237145981,0.0033468951955603777,3.379067657703745,-2.8959241664821344e-06,0.0,0.0,0.0,0
G_minus_C,osi_target_t06h,C1_component_osi,32982,0.010121851237145981,0.0033468951955603777,3.379067657703745,-2.8959241664821344e-06,0.010121851237145981,0.0033468951955603777,3.379067657703745,-2.8959241664821344e-06,0.0,0.0,0.0,0
G_minus_B,osi_target_t06h,C2_equal_blend,32982,0.010117001896246633,0.0033309819346660397,3.3758306360730765,-2.9651160602512773e-05,0.010117001896246633,0.0033309819346660397,3.3758306360730765,-2.9651160602512773e-05,0.0,0.0,0.0,0
G_minus_A,osi_target_t06h,C2_equal_blend,32982,0.010117001896246633,0.0033309819346660397,3.3758306360730765,-2.9651160602512773e-05,0.010117001896246633,0.0033309819346660397,3.3758306360730765,-2.9651160602512773e-05,0.0,0.0,0.0,0
G_minus_C,osi_target_t06h,C2_equal_blend,32982,0.010117001896246633,0.0033309819346660397,3.3758306360730765,-2.9651160602512773e-05,0.010117001896246633,0.0033309819346660397,3.3758306360730765,-2.9651160602512773e-05,0.0,0.0,0.0,0
G_minus_B,osi_target_t06h,C3_aligned_component,32982,0.01001049575133449,0.0032462450567294922,3.30512705073366,-5.5944208495866444e-05,0.01001049575133449,0.0032462450567294922,3.30512705073366,-5.5944208495866444e-05,0.0,0.0,0.0,0
G_minus_A,osi_target_t06h,C3_aligned_component,32982,0.01001049575133449,0.0032462450567294922,3.30512705073366,-5.5944208495866444e-05,0.01001049575133449,0.0032462450567294922,3.30512705073366,-5.5944208495866444e-05,0.0,0.0,0.0,0
G_minus_C,osi_target_t06h,C3_aligned_component,32982,0.010029440966010272,0.0032534330044916918,3.317649026642975,-6.92050905314834e-05,0.01001049575133449,0.0032462450567294922,3.30512705073366,-5.5944208495866444e-05,-1.8945214675781738e-05,-0.1888960186314126,0.012521975909314698,16031
G_minus_B,osi_target_t06h,v18_rule,32982,0.01001049575133449,0.0032462450567294922,3.30512705073366,-5.5944208495866444e-05,0.01001049575133449,0.0032462450567294922,3.30512705073366,-5.5944208495866444e-05,0.0,0.0,0.0,0
G_minus_A,osi_target_t06h,v18_rule,32982,0.01001049575133449,0.0032462450567294922,3.30512705073366,-5.5944208495866444e-05,0.01001049575133449,0.0032462450567294922,3.30512705073366,-5.5944208495866444e-05,0.0,0.0,0.0,0
G_minus_C,osi_target_t06h,v18_rule,32982,0.010029440966010272,0.0032534330044916918,3.317649026642975,-6.92050905314834e-05,0.01001049575133449,0.0032462450567294922,3.30512705073366,-5.5944208495866444e-05,-1.8945214675781738e-05,-0.1888960186314126,0.012521975909314698,16031
G_minus_B,osi_target_t24h,C0_direct_osi,28680,0.008226384409228592,0.002869898651939075,1.9408731248600906,3.959187710729487e-05,0.008226384409228592,0.002869898651939075,1.9408731248600906,3.959187710729487e-05,0.0,0.0,0.0,0
G_minus_A,osi_target_t24h,C0_direct_osi,28680,0.008226384409228592,0.002869898651939075,1.9408731248600906,3.959187710729487e-05,0.008226384409228592,0.002869898651939075,1.9408731248600906,3.959187710729487e-05,0.0,0.0,0.0,0
G_minus_C,osi_target_t24h,C0_direct_osi,28680,0.008226384409228592,0.002869898651939075,1.9408731248600906,3.959187710729487e-05,0.008226384409228592,0.002869898651939075,1.9408731248600906,3.959187710729487e-05,0.0,0.0,0.0,0
G_minus_B,osi_target_t24h,C1_component_osi,28680,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.0,0.0,0.0,0
G_minus_A,osi_target_t24h,C1_component_osi,28680,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.0,0.0,0.0,0
G_minus_C,osi_target_t24h,C1_component_osi,28680,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.0,0.0,0.0,0
G_minus_B,osi_target_t24h,C2_equal_blend,28680,0.008138086784558686,0.0028236708893098423,1.8994321327930908,-6.211636473420419e-07,0.008138086784558686,0.0028236708893098423,1.8994321327930908,-6.211636473420419e-07,0.0,0.0,0.0,0
G_minus_A,osi_target_t24h,C2_equal_blend,28680,0.008138086784558686,0.0028236708893098423,1.8994321327930908,-6.211636473420419e-07,0.008138086784558686,0.0028236708893098423,1.8994321327930908,-6.211636473420419e-07,0.0,0.0,0.0,0
G_minus_C,osi_target_t24h,C2_equal_blend,28680,0.008138086784558686,0.0028236708893098423,1.8994321327930908,-6.211636473420419e-07,0.008138086784558686,0.0028236708893098423,1.8994321327930908,-6.211636473420419e-07,0.0,0.0,0.0,0
G_minus_B,osi_target_t24h,C3_aligned_component,28680,0.007856603329105922,0.0027102846330645763,1.7703078711779354,-2.2646388751735365e-05,0.007856603329105922,0.0027102846330645763,1.7703078711779354,-2.2646388751735365e-05,0.0,0.0,0.0,0
G_minus_A,osi_target_t24h,C3_aligned_component,28680,0.007856603329105922,0.0027102846330645763,1.7703078711779354,-2.2646388751735365e-05,0.007856603329105922,0.0027102846330645763,1.7703078711779354,-2.2646388751735365e-05,0.0,0.0,0.0,0
G_minus_C,osi_target_t24h,C3_aligned_component,28680,0.007860712931166828,0.002710858780985826,1.7721603673086,-2.6193303061383987e-05,0.007856603329105922,0.0027102846330645763,1.7703078711779354,-2.2646388751735365e-05,-4.109602060906742e-06,-0.05228027148291847,0.001852496130664516,13247
G_minus_B,osi_target_t24h,v18_rule,28680,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.0,0.0,0.0,0
G_minus_A,osi_target_t24h,v18_rule,28680,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.0,0.0,0.0,0
G_minus_C,osi_target_t24h,v18_rule,28680,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.008094958237266874,0.002818108889202019,1.8793530453935594,-1.765012952478964e-05,0.0,0.0,0.0,0
G_minus_B,osi_target_t48h,C0_direct_osi,22944,0.0074109081985547385,0.0022779802965589716,1.2601202801519995,-4.1053581039796424e-05,0.0074109081985547385,0.0022779802965589716,1.2601202801519995,-4.1053581039796424e-05,0.0,0.0,0.0,0
G_minus_A,osi_target_t48h,C0_direct_osi,22944,0.0074109081985547385,0.0022779802965589716,1.2601202801519995,-4.1053581039796424e-05,0.0074109081985547385,0.0022779802965589716,1.2601202801519995,-4.1053581039796424e-05,0.0,0.0,0.0,0
G_minus_C,osi_target_t48h,C0_direct_osi,22944,0.0074109081985547385,0.0022779802965589716,1.2601202801519995,-4.1053581039796424e-05,0.0074109081985547385,0.0022779802965589716,1.2601202801519995,-4.1053581039796424e-05,0.0,0.0,0.0,0
G_minus_B,osi_target_t48h,C1_component_osi,22944,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.0,0.0,0.0,0
G_minus_A,osi_target_t48h,C1_component_osi,22944,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.0,0.0,0.0,0
G_minus_C,osi_target_t48h,C1_component_osi,22944,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.0,0.0,0.0,0
G_minus_B,osi_target_t48h,C2_equal_blend,22944,0.00738168056554288,0.002262974292109194,1.2502003877029932,-2.7401805582575556e-05,0.00738168056554288,0.002262974292109194,1.2502003877029932,-2.7401805582575556e-05,0.0,0.0,0.0,0
G_minus_A,osi_target_t48h,C2_equal_blend,22944,0.00738168056554288,0.002262974292109194,1.2502003877029932,-2.7401805582575556e-05,0.00738168056554288,0.002262974292109194,1.2502003877029932,-2.7401805582575556e-05,0.0,0.0,0.0,0
G_minus_C,osi_target_t48h,C2_equal_blend,22944,0.00738168056554288,0.002262974292109194,1.2502003877029932,-2.7401805582575556e-05,0.00738168056554288,0.002262974292109194,1.2502003877029932,-2.7401805582575556e-05,0.0,0.0,0.0,0
G_minus_B,osi_target_t48h,C3_aligned_component,22944,0.006860012921890601,0.002158720126001388,1.079739530107482,2.5927869457105387e-05,0.006860012921890601,0.002158720126001388,1.079739530107482,2.5927869457105387e-05,0.0,0.0,0.0,0
G_minus_A,osi_target_t48h,C3_aligned_component,22944,0.006860012921890601,0.002158720126001388,1.079739530107482,2.5927869457105387e-05,0.006860012921890601,0.002158720126001388,1.079739530107482,2.5927869457105387e-05,0.0,0.0,0.0,0
G_minus_C,osi_target_t48h,C3_aligned_component,22944,0.006866625145138303,0.0021607126401706287,1.081822010038954,2.5603809186152422e-05,0.006860012921890601,0.002158720126001388,1.079739530107482,2.5927869457105387e-05,-6.612223247702033e-06,-0.0962950955955888,0.0020824799314720366,9333
G_minus_B,osi_target_t48h,v18_rule,22944,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.0,0.0,0.0,0
G_minus_A,osi_target_t48h,v18_rule,22944,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.0,0.0,0.0,0
G_minus_C,osi_target_t48h,v18_rule,22944,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.007386039443917857,0.0022817618160767186,1.2516773089381812,9.232167604194413e-06,0.0,0.0,0.0,0
